,%,^2,^g,^h,^q,aa,aap_am,ad,ar,arp_nd,b,b^m,ba,bd,bf,bh,bk,br,fa,fc,"fo_o_fw_""_by_bc",fp,ft,h,na,ng,nn,no,ny,oo_co_cc,qh,qo,qrr,qw,qw^d,qy,qy^d,sd,sv,t1,t3,x
b,0.9407754,0.3689264,0.55859804,0.7751341,0.21553645,0.0,0.68487465,0.86956847,0.4137233,0.4383356,0.35563934,0.28418708,1.0,0.6055779,0.68025297,0.41769463,0.22220472,0.7692544,0.5250772,0.45570844,0.8241744,0.5067029,0.1546104,0.433669,0.21927315,0.18657807,0.5480669,0.31559867,0.6246235,0.20632851,0.86922276,0.8081141,0.5883616,0.6601397,0.37825072,0.30489165,0.8080621,0.48656687,0.4714304,0.73154587,0.8267659,0.8225143
b^m,0.7910179,0.21169654,0.44297108,0.06200564,0.66867316,0.8512844,0.027023256,0.5988575,0.7840475,0.017210603,0.9204249,0.44427204,0.3447983,0.012458712,0.6830162,0.20422953,0.99999994,0.5379301,0.34270722,0.18768337,0.3486562,0.2749681,0.54222995,0.52348584,0.73752534,0.108593315,0.9192881,0.78895426,0.69995624,0.4580472,0.8931805,0.18126705,0.3183843,0.7097032,0.0,0.44234455,0.3559944,0.8490026,0.7909331,0.67432666,0.4927383,0.5037228
ba,0.8688035,0.5809532,0.18821186,0.35876566,0.5180184,0.43603206,0.14673099,0.632561,0.51685077,0.045448154,0.859714,0.047377795,0.99999994,0.8132926,0.45233414,0.4205291,0.0,0.297107,0.8649881,0.6492714,0.79087996,0.5383321,0.7878982,0.54193175,0.69038796,0.03985083,0.16456726,0.52366626,0.34840852,0.19694492,0.8926415,0.4428993,0.66855305,0.5279583,0.6035477,0.6919979,0.7282921,0.8309735,0.38100603,0.81380993,0.6843749,0.26132512
bd,0.6958374,0.3007034,0.5243758,0.59618837,0.7739153,0.0,0.36467496,0.19661072,0.21785122,0.6128028,0.7927875,0.9478297,0.76815706,0.55013907,0.5727218,0.36920068,0.94045746,0.23987779,0.37250274,0.793077,0.47499937,0.7291683,0.27876967,0.35173643,0.028703868,0.37011677,0.27090633,0.6127025,0.83051294,0.4288994,0.93575394,0.09050053,0.27736244,0.5873387,0.94454277,0.79395473,0.69784176,0.82145774,0.28872144,0.96284753,1.0,0.29100382
bf,0.4852949,0.669869,0.45771974,0.4359447,0.7078332,0.6811413,0.70120496,0.10791856,0.6764529,0.19777542,0.0,0.9437052,0.64131546,0.54503036,1.0,0.5066223,0.4238118,0.7826432,0.29435393,0.4497268,0.5182811,0.70593363,0.29458573,0.034443736,0.59055126,0.17270046,0.15694752,0.6143823,0.294671,0.6781945,0.5355553,0.7887764,0.3663811,0.16541457,0.26579073,0.28644648,0.7073847,0.76017416,0.40039718,0.62637824,0.16449553,0.7756178
bh,0.95392025,0.9999999,0.7069548,0.49368703,0.24176979,0.393436,0.17114228,0.31680343,0.84221417,0.2348518,0.6212069,0.0,0.92218304,0.72658485,0.5541878,0.633539,0.05627328,0.50142705,0.16151607,0.23181903,0.49337712,0.63314843,0.10468307,0.95065725,0.78959835,0.033515573,0.45364603,0.57042265,0.879128,0.893733,0.47237659,0.27899194,0.5780051,0.25073564,0.65430874,0.13319966,0.77758646,0.46981063,0.47860998,0.8673013,0.85023683,0.37324226
bk,0.39390704,0.045455515,0.10461551,0.35870314,0.8803946,0.64365387,0.9530321,0.3251496,0.46593118,0.9598607,0.41761634,0.91335607,0.7141036,0.19144046,0.5348664,1.0,0.80996525,0.31708327,0.0418154,0.56950486,0.8940568,0.30366793,0.34253383,0.892428,0.0,0.9942641,0.44434255,0.30143952,0.59246445,0.32241344,0.62699735,0.7549287,0.71805394,0.15032008,0.23151976,0.69441354,0.7360199,0.48310354,0.27539578,0.89476836,0.5508624,0.6165599
br,0.5739317,0.01030466,0.876438,0.21934077,0.27178913,0.5244808,0.14188036,0.48524463,0.6952852,0.69385326,0.8002151,0.5800259,0.7076881,0.22357771,0.8624772,0.25440097,0.5118059,0.6512689,0.0792605,0.6310234,0.633447,0.36433053,0.23764667,0.86275244,0.026315242,0.59106994,0.3674376,0.43859679,0.41804132,0.5311513,0.038427174,0.3850907,0.51508534,0.99999994,0.44109353,0.6323536,0.53554153,0.27122152,0.66341496,0.0,0.6471007,0.2833159
fa,0.85825384,0.09753752,0.0095207095,0.18031299,0.3815198,0.23857775,0.57367295,0.36782074,0.24533302,0.12686273,0.10977471,0.6507548,0.6155795,0.70836145,0.81023693,0.1426222,0.93265617,0.12370011,1.0,0.7964995,0.9444989,0.62148607,0.19084945,0.0,0.049122036,0.6406344,0.5755282,0.84139854,0.863387,0.79693604,0.28047124,0.92017376,0.0071392655,0.36002743,0.067830294,0.86694014,0.7503662,0.16366449,0.16910425,0.5791028,0.97788745,0.79813427
fc,0.46431774,0.22074345,0.19513494,0.80675846,0.14197943,0.09890896,0.5347668,0.34181213,0.53876406,0.34586152,0.106696755,0.40887123,0.11635724,0.8292457,0.63106537,0.57678336,0.5565056,0.29139814,0.5365146,0.99999994,0.671775,0.11885923,0.4428708,0.32059863,0.7554654,0.2904057,0.48594925,0.28246948,0.0,0.3850252,0.2611557,0.19417235,0.68207127,0.6102573,0.54079837,0.28612825,0.67064714,0.0652107,0.63883764,0.8570147,0.5870563,0.7049364
"fo_o_fw_""_by_bc",0.40910414,0.5269246,0.6655068,0.20326602,0.044715524,0.19478428,0.13208276,0.3990717,0.58712137,0.25793207,0.33211845,0.6935624,0.8078739,0.7346945,0.3333501,0.0,0.43317693,0.7402384,1.0,0.5491843,0.70531756,0.628938,0.36446187,0.57636654,0.8259002,0.5128953,0.50344217,0.12812269,0.1513061,0.52199376,0.5741009,0.5271417,0.2538334,0.41201183,0.20104223,0.8437961,0.8065378,0.873673,0.6404448,0.25009647,0.82289046,0.92131984
fp,0.81976545,0.97596884,0.90234506,0.47675973,0.40738165,0.8002195,0.2564205,0.35923833,0.2664801,0.65263283,0.49796745,0.19648194,0.27406758,0.8138537,0.16874969,0.20695719,0.7969309,0.40619987,0.5620215,0.6008752,0.7827588,1.0,0.51725805,0.56253874,0.29250008,0.47387078,0.82837754,0.46612626,0.18993565,0.17384875,0.36355764,0.82951784,0.4886012,0.5209419,0.6232561,0.3522026,0.8146483,0.6022015,0.7108843,0.2531794,0.90408635,0.0
ft,0.0,0.13715771,0.8184809,0.30672306,0.31025547,0.018160522,0.5124594,0.4229269,0.642084,0.3450709,0.20516211,0.56898224,0.041506976,0.3270645,0.5944859,0.82853293,0.5396277,0.3809142,0.49016243,0.32616687,0.99999994,0.085580856,0.8634354,0.26040062,0.88503754,0.64310193,0.3530624,0.72609663,0.816599,0.5837164,0.53338975,0.119696826,0.3524627,0.8455988,0.34907377,0.31117558,0.7920051,0.12662137,0.69404685,0.15385646,0.7446828,0.42942047
h,0.7575505,0.2959001,0.7686815,0.39286846,0.2571413,0.5496505,0.74366844,0.28233045,0.8332988,0.52815366,0.43981892,0.0664264,0.4364777,0.2992544,0.6347607,0.9225115,0.47972462,0.9768765,0.88409185,0.09285715,0.9719199,0.39621618,0.50451994,0.9137329,0.40071046,0.6967231,0.0,0.7683872,0.77808607,0.2195181,0.8941697,0.48784277,0.85053134,0.7425152,0.62806946,0.7959921,0.8174158,0.6130146,0.99999994,0.27124465,0.22528306,0.90268004
na,0.5037705,0.15400755,0.1825966,0.8391638,0.3102664,0.08449179,0.41126704,0.516147,0.73711836,0.6540839,0.26048967,0.6903727,0.9751793,0.36107773,0.5427997,0.84253526,0.8574135,0.22304899,0.17601267,0.7495995,0.9674904,0.30545786,0.15016472,0.84027267,0.99999994,0.1502116,0.7036567,0.0,0.6169213,0.777633,0.101421565,0.7817495,0.86950636,0.33128756,0.6274237,0.678523,0.9940538,0.68308556,0.43723434,0.44799083,0.9046593,0.808442
ng,0.26813805,0.6574141,0.756461,0.22910807,0.5047495,0.0,0.17637128,0.27938074,0.8470361,0.5418239,0.46598306,0.8252628,0.79944634,0.47632617,0.617427,0.6763117,1.0,0.38144958,0.6083008,0.8467766,0.18442258,0.83036065,0.82065034,0.53236467,0.30341652,0.5962684,0.3593658,0.24804807,0.2706504,0.8332562,0.87073827,0.86613995,0.41419107,0.7279155,0.8988413,0.39915895,0.21250212,0.39879504,0.1667225,0.16218731,0.54052997,0.9001719
nn,0.2847326,0.7329423,0.7157445,0.3976496,0.6975015,0.6467591,0.5038924,0.8946421,0.0,0.4416344,0.22495636,0.7144402,0.9047103,0.7118595,0.34148258,0.8776651,0.7771382,0.17718086,0.56363827,0.72966266,0.17668805,0.5904387,0.38180947,0.39505318,0.15534145,1.0,0.6566129,0.37188703,0.51866835,0.6498709,0.7593005,0.6613522,0.25659543,0.31965372,0.31400216,0.28796697,0.41546738,0.6790076,0.5009998,0.7740495,0.47476494,0.72712827
no,0.1603171,0.4039884,0.15272397,0.46898755,0.31245917,0.6549666,0.79360515,0.5797173,0.56878823,0.591759,0.6221566,0.51806295,0.4144857,0.2795118,0.024343193,0.48235708,0.6733934,0.7845773,0.37260503,0.530277,0.13116142,0.53293556,0.13809922,0.6799622,0.1268403,0.61728275,0.22888067,1.0,0.16995873,0.83363634,0.6573701,0.17190668,0.7704341,0.78878963,0.2548293,0.42754102,0.5665374,0.65099096,0.664448,0.8336571,0.72659624,0.0
ny,0.69068134,0.3539848,0.9948854,0.82481533,0.76078475,0.0,0.361174,0.74416137,0.34286043,0.23973581,0.7326767,1.0,0.85399926,0.76089555,0.8190713,0.5795372,0.87668633,0.37582427,0.9102537,0.12465441,0.47882688,0.83002484,0.41907713,0.59826934,0.5419945,0.54112446,0.39569804,0.88223827,0.7498422,0.8738857,0.27394924,0.97266144,0.31178927,0.6525647,0.9174221,0.49534518,0.9896697,0.5241663,0.6676068,0.9266676,0.49233723,0.68886274
oo_co_cc,0.50710475,0.19576487,0.12661648,0.44886452,0.8774096,0.7625244,0.2602072,0.8788662,0.11349687,0.6429988,0.2778489,0.2343289,0.7319105,0.19316855,0.7286705,0.8906567,0.06318408,0.35730433,0.70274174,0.029303491,0.42013204,0.7226721,0.27201533,0.68100154,0.13518521,0.7938464,0.05003363,0.565605,0.0,0.30830836,0.21450382,0.046990573,0.71733385,0.88660115,0.7816358,1.0,0.1396516,0.4987228,0.1478084,0.12510902,0.51692504,0.7965363
qh,0.4201827,0.7287625,0.18419352,0.0,0.35339135,0.45918038,0.7368976,0.54551375,0.60562545,0.2478379,0.9068011,0.2465283,0.25718504,0.7664967,0.4288169,0.503715,0.2766366,0.82484186,0.69726443,0.7109272,0.66524243,0.40353477,0.80654347,0.44978407,0.49494183,0.45472786,0.42757115,0.2722727,0.6287368,0.64181507,1.0,0.28093055,0.309504,0.21664885,0.39408922,0.45036745,0.12615874,0.6701171,0.59611374,0.8222654,0.46436465,0.95538795
qo,0.34163693,0.36134002,0.62463194,0.6864186,0.39166915,0.49960023,0.7044411,0.8010458,0.1579344,0.64145976,0.37455866,0.6663376,0.115401804,0.590354,0.47962195,0.68172425,0.86086047,0.7775081,0.356124,0.7758952,0.59943277,0.23468146,0.38498828,0.3872685,0.0,0.4609888,0.3628339,0.35942897,0.09612322,0.67146903,0.8568812,0.6606211,0.4649637,0.45689917,0.68288743,0.9070873,0.43361786,1.0,0.88842535,0.61719805,0.6932244,0.660341
qrr,0.30950177,0.2871005,0.30861887,0.0,0.6720282,0.43567026,0.05302742,0.9187988,0.31254995,0.8985534,0.97560495,0.1465233,0.28777456,0.47515044,0.865169,0.27359805,0.8748325,0.82759005,0.8452089,0.24086288,0.437756,1.0,0.49925518,0.70343226,0.33440447,0.6747126,0.7647094,0.18424183,0.9139302,0.07368985,0.48220447,0.08602199,0.21128657,0.6109254,0.70255977,0.061155707,0.48985487,0.7740898,0.13708997,0.3219664,0.686257,0.93618715
qw,0.32538232,0.7186968,0.8035234,0.7188574,0.49239278,0.767683,0.3147942,0.56269723,0.7149893,0.2922783,0.2989214,0.5994012,0.2910032,0.18236682,0.35133433,0.7262732,0.8082504,0.3898127,0.669358,0.052329183,0.7902491,0.30730453,0.40655822,0.9532318,0.0,0.29613498,0.100346655,0.583596,0.046322465,0.23369598,0.42758954,0.33213934,0.9164422,0.45043376,0.6991955,0.9491254,0.48078415,1.0,0.7905122,0.31518328,0.25912157,0.24135849
qw^d,0.07721415,0.24545306,0.34531707,0.6855804,0.26067123,0.6510306,0.31691045,0.9683132,0.4748268,0.8635491,0.84998703,0.2853284,0.058602452,0.22052711,0.6162952,0.07122496,0.74910915,0.5232874,0.87911654,0.17597464,0.98741996,0.9454361,0.48333788,0.45695272,0.7561141,0.7160954,0.6181374,1.0,0.35683817,0.0,0.8687517,0.98993516,0.4349404,0.009770691,0.785216,0.76314557,0.8637674,0.22724217,0.8219984,0.5467061,0.7682285,0.14104885
qy,0.5793617,0.49920765,0.7037006,0.6375867,0.39604923,0.106281996,0.26685637,0.5404194,0.6560744,0.7924136,0.2741563,0.0,0.13976705,0.50216913,0.09556043,0.18487561,0.5628342,0.83129513,0.13211307,0.015401363,0.63284224,0.04061055,0.38935336,0.6323674,1.0,0.99438965,0.62755156,0.57439923,0.52767074,0.39301774,0.27227226,0.5938079,0.7223873,0.17000979,0.16880679,0.48843586,0.6105269,0.12971315,0.59683293,0.74131656,0.13253233,0.37879196
qy^d,0.19259274,0.18695477,0.22888088,0.4237988,0.0,0.3793276,0.6719752,0.348135,0.3337802,0.5581829,0.13993877,0.5025741,0.025406301,0.22441024,0.37527925,0.22430879,0.5585595,0.3765964,0.30948195,0.104334146,0.6523373,0.110513866,0.3119935,0.68048275,0.7886998,0.37374687,0.4229962,0.2995865,1.0,0.8044586,0.17270616,0.7364148,0.83750904,0.32897794,0.7674432,0.49347493,0.6272938,0.36916763,0.0687184,0.5418074,0.44398266,0.5193219
sd,0.5020927,0.8451791,0.50010604,0.24258709,0.3326288,0.19542706,0.70482415,0.32637542,0.9200895,0.0,0.9228053,0.56106484,0.8459431,0.61712873,0.96020246,0.60690325,0.8997475,0.7726451,0.47238773,0.69574636,0.32821342,0.32380763,0.57648,0.72804743,0.46417585,0.014706492,0.6566134,0.19062197,0.58155894,0.3305775,0.7379662,0.5639048,0.066521525,1.0,0.2846606,0.7854731,0.66177315,0.9903139,0.6353376,0.67483455,0.25834364,0.7784756
sv,0.5011146,0.78035545,0.7867985,0.38915083,0.372112,0.61119175,0.8163303,0.7707151,0.7427734,0.32841715,0.6718234,0.5593904,0.48210067,0.58607787,0.6703992,0.4848873,0.46892577,0.6918133,0.4846408,0.39191332,0.7897128,0.5517181,0.9188835,0.77229184,0.17800891,0.51540506,0.08747965,0.671751,0.0,0.68145627,0.63648677,0.8680737,0.24823171,0.39767486,0.33088613,0.3746875,0.21946752,0.74490654,0.76251733,1.0,0.38849777,0.54725647
t1,1.0,0.3290274,0.064519346,0.23911914,0.0,0.5696899,0.61137694,0.9836086,0.92924786,0.917644,0.2284463,0.78619146,0.46515876,0.48850623,0.8859848,0.4905396,0.053346664,0.10668793,0.8446287,0.9366251,0.4844308,0.15237474,0.89221954,0.5796006,0.84796476,0.37973452,0.08300704,0.35675198,0.5601027,0.6042107,0.8584987,0.99176717,0.8606186,0.8783055,0.51687366,0.54350716,0.1664125,0.46824774,0.3998658,0.86014724,0.7193185,0.2573348
t3,0.85244334,0.53431803,0.99788517,0.9845897,0.9451909,0.48889694,0.6168435,0.8931222,0.9813919,0.542071,0.12156069,0.6449791,0.2202945,0.28262544,0.8154288,0.16730109,0.6328567,0.72079426,0.5857859,0.07407224,0.0,0.92688453,0.5006997,0.16803265,0.13525984,0.003954828,0.75950384,0.86314034,0.5001734,0.75721323,0.16869205,0.42461938,0.7626784,0.55896264,0.77182525,0.2796894,0.47763556,0.74790215,0.8032768,0.503716,0.59597945,1.0
x,0.33858237,0.4196006,0.43071526,0.6671736,0.708871,0.1081087,0.5844584,1.0,0.41744083,0.11950758,0.57047755,0.31445456,0.6728312,0.7908242,0.44831014,0.7837098,0.0,0.35377303,0.7069405,0.5630391,0.5032076,0.7310643,0.9281673,0.54314625,0.3728166,0.6779387,0.6075825,0.36671308,0.24374437,0.7632237,0.49307948,0.3663981,0.2852556,0.7924778,0.48604363,0.41959268,0.9083673,0.68475115,0.4321044,0.47656837,0.7615422,0.26823565
