,%,^2,^g,^h,^q,aa,aap_am,ad,ar,arp_nd,b,b^m,ba,bd,bf,bh,bk,br,fa,fc,"fo_o_fw_""_by_bc",fp,ft,h,na,ng,nn,no,ny,oo_co_cc,qh,qo,qrr,qw,qw^d,qy,qy^d,sd,sv,t1,t3,x
b,0.047694758,-0.018129256,0.003703338,0.02862822,-0.035785563,-0.060595393,0.018238705,0.039498318,-0.0129728075,-0.010139751,-0.019658698,-0.027883375,0.05451194,0.009111063,0.01770671,-0.012515678,-0.035018,0.02795143,-0.00015515578,-0.008140006,0.034273125,-0.0022701756,-0.0427986,-0.01067691,-0.035355445,-0.03911889,0.0024911284,-0.02426767,0.011303353,-0.036845468,0.039458524,0.03242447,0.0071293428,0.015391529,-0.01705596,-0.02550013,0.03241848,-0.0045879777,-0.006330296,0.023610901,0.034571424,0.034082036
b^m,0.030314358,-0.026414564,-0.003767451,-0.041072756,0.018333988,0.03621584,-0.04449834,0.01149743,0.029631795,-0.045459226,0.042986292,-0.003640055,-0.013380832,-0.045924544,0.019738501,-0.027145755,0.050778527,0.005531223,-0.013585598,-0.028766006,-0.013003053,-0.020218818,0.005952282,0.004116801,0.025076205,-0.036510747,0.042874973,0.030112285,0.021397326,-0.0022911485,0.04031844,-0.029394312,-0.015967371,0.022351775,-0.04714454,-0.0038288038,-0.012284475,0.035992403,0.030306056,0.018887594,0.0011059076,0.00218154
ba,0.03873441,0.007896026,-0.03417969,-0.015907679,0.0011536136,-0.0076298676,-0.03862368,0.013424951,0.001028519,-0.049474455,0.037760623,-0.049267724,0.052789938,0.03278734,-0.0058833696,-0.009290751,-0.054343466,-0.02251338,0.03832566,0.015215197,0.030386204,0.0033298875,0.03006675,0.0037155282,0.019620148,-0.050074115,-0.036712818,0.0017586857,-0.017017273,-0.03324409,0.04128826,-0.0068941563,0.0172809,0.0022185051,0.010316658,0.019792624,0.02368095,0.034681562,-0.013524992,0.032842766,0.018975956,-0.026346818
bd,0.01565762,-0.023277014,-0.001237393,0.0058386787,0.023351055,-0.052906908,-0.01697356,-0.033533815,-0.031440876,0.0074757873,0.025210628,0.04048776,0.022783665,0.0013011976,0.0035263945,-0.016527617,0.03976133,-0.029270485,-0.016202247,0.025239153,-0.006102713,0.018941894,-0.025438262,-0.018248461,-0.050078567,-0.01643735,-0.026213078,0.007465905,0.028927919,-0.010645184,0.039297868,-0.043989412,-0.025576925,0.0049666716,0.040163882,0.025325641,0.015855122,0.028035663,-0.024457661,0.04196754,0.04562837,-0.024232764
bf,-0.008878945,0.011916103,-0.0119857,-0.014438987,0.016193334,0.013186101,0.015446568,-0.051396064,0.012657874,-0.04127234,-0.06355471,0.042767867,0.008699117,-0.002148846,0.049110327,-0.0064760917,-0.015805943,0.024621816,-0.030391317,-0.012886227,-0.005162555,0.015979327,-0.0303652,-0.05967411,0.002979769,-0.04409741,-0.045872215,0.0056646923,-0.030355595,0.012854095,-0.003216357,0.025312807,-0.022276372,-0.044918276,-0.03360939,-0.03128221,0.016142812,0.022090333,-0.01844395,0.007016215,-0.045021817,0.023830295
bh,0.034239747,0.038658015,0.01055989,-0.009888919,-0.03404357,-0.019501317,-0.04081557,-0.026849099,0.023529,-0.034706887,0.0023381026,-0.05722525,0.031196682,0.012442086,-0.0040879133,0.0035205472,-0.051829584,-0.009146782,-0.04173856,-0.03499768,-0.009918637,0.0034830936,-0.047187895,0.033926878,0.018484022,-0.05401167,-0.013728183,-0.0025312558,0.027068416,0.028468795,-0.011932237,-0.030474588,-0.0018042304,-0.033183895,0.0055120126,-0.04445363,0.017332284,-0.012178268,-0.011334559,0.025934437,0.024298241,-0.02143756
bk,-0.019401515,-0.052521538,-0.046898432,-0.022747617,0.026838718,0.0043367124,0.03374285,-0.025936851,-0.012555683,0.034391906,-0.017147966,0.029971678,0.011032898,-0.038645793,-0.0060034473,0.03820711,0.02014447,-0.02670355,-0.052867528,-0.0027110877,0.0281373,-0.027978666,-0.024284495,0.02798248,-0.056842048,0.03766192,-0.014607662,-0.028190473,-0.0005287983,-0.026196921,0.0027535255,0.014913294,0.0114083765,-0.042554248,-0.03483629,0.009161378,0.013116024,-0.010923462,-0.03066591,0.028204931,-0.0044830414,0.0017614524
br,0.008955372,-0.05529503,0.04343944,-0.031466056,-0.025487231,0.0033182418,-0.040296122,-0.0011544726,0.022789007,0.022625772,0.034750443,0.009650073,0.024202868,-0.03098307,0.041847974,-0.02746939,0.0018733701,0.017771386,-0.04743444,0.015463514,0.015739786,-0.014938016,-0.029379286,0.04187936,-0.05346991,0.010909033,-0.014583829,-0.006472071,-0.008815282,0.004078637,-0.052089218,-0.012571471,0.0022472052,0.057524823,-0.0061874557,0.015615146,0.004579102,-0.025551936,0.019155968,-0.05646971,0.01729623,-0.024173243
fa,0.025537852,-0.03414884,-0.041054744,-0.02765418,-0.011867258,-0.023082657,0.0032093055,-0.012942102,-0.022552632,-0.03184795,-0.033188693,0.00925724,0.006497339,0.013777123,0.021770388,-0.030611442,0.03137555,-0.03209609,0.036659427,0.020692538,0.03230474,0.006960779,-0.026827477,-0.041801747,-0.037947576,0.0084631825,0.0033548716,0.024215369,0.02594061,0.02072679,-0.019795647,0.030396163,-0.04124159,-0.013553575,-0.036479704,0.026219392,0.017072866,-0.02896044,-0.02853363,0.0036353401,0.03492445,0.020820804
fc,-0.013419725,-0.03811834,-0.040715065,0.02130402,-0.046105072,-0.05047245,-0.0062761405,-0.025841888,-0.0058708168,-0.025431275,-0.049682762,-0.019042045,-0.048703182,0.023584241,0.0034886096,-0.0020156268,-0.0040718047,-0.030953903,-0.0060989116,0.04089885,0.0076165926,-0.048449475,-0.015594462,-0.02799295,0.016102865,-0.03105454,-0.011226276,-0.031859275,-0.060501896,-0.021460049,-0.03402051,-0.04081267,0.008660646,0.0013786546,-0.0056645363,-0.031488273,0.0075022294,-0.053889476,0.0042767227,0.02640004,-0.000973948,0.010979182
"fo_o_fw_""_by_bc",-0.019447964,-0.006972774,0.007700722,-0.041242722,-0.05803053,-0.042140797,-0.04877982,-0.020510232,-0.0005989623,-0.035454515,-0.027599439,0.010671335,0.02277498,0.015026521,-0.02746903,-0.062765144,-0.016899064,0.015613535,0.043117877,-0.0046158526,0.011916006,0.0038287083,-0.024174822,-0.0017377153,0.024683658,-0.008458244,-0.009459165,-0.049199127,-0.0467444,-0.0074948673,-0.0019776053,-0.006949794,-0.035888497,-0.019140089,-0.041478183,0.026578527,0.022633512,0.029741988,0.0050470857,-0.036284175,0.024364978,0.03478698
fp,0.018036593,0.03362711,0.026278786,-0.016198479,-0.023123039,0.016085729,-0.038190324,-0.027928175,-0.037186287,0.0013552482,-0.014081756,-0.044172738,-0.036428988,0.017446548,-0.046940666,-0.043127213,0.0157575,-0.023240991,-0.007688583,-0.0038106334,0.014342995,0.036025632,-0.012156377,-0.007636956,-0.034589257,-0.01648682,0.018896163,-0.017259793,-0.044826113,-0.046431735,-0.02749707,0.019009976,-0.015016591,-0.011788697,-0.0015768183,-0.028630406,0.017525855,-0.0036782497,0.007169271,-0.038513817,0.026452584,-0.06378341
ft,-0.0514932,-0.03749441,0.03204379,-0.020187985,-0.019827455,-0.049639672,0.0008101748,-0.0083278185,0.014040109,-0.016274072,-0.030553646,0.006579096,-0.047256853,-0.018111864,0.009182086,0.033069737,0.0035830655,-0.01261578,-0.0014655294,-0.01820348,0.05057025,-0.042758524,0.036631998,-0.024915813,0.03883679,0.014144002,-0.015458434,0.022614732,0.031851716,0.00808291,0.002946398,-0.03927653,-0.0155196395,0.034811534,-0.015865527,-0.019733546,0.029341578,-0.038569786,0.019343618,-0.03579008,0.024511699,-0.0076650647
h,0.019643435,-0.025828172,0.02073982,-0.016276991,-0.029645834,-0.00083428045,0.018276084,-0.027164754,0.027104488,-0.002951679,-0.011652464,-0.048430856,-0.01198157,-0.025497781,0.007548893,0.035891756,-0.0077218367,0.041246597,0.0321075,-0.045827486,0.040758386,-0.015947245,-0.0052795466,0.035027083,-0.01550457,0.013652067,-0.05497372,0.020710828,0.021666147,-0.03335164,0.033100147,-0.0069222166,0.028801857,0.018162493,0.0068898248,0.023429854,0.025540045,0.0054069497,0.04352421,-0.028256685,-0.032783803,0.033938393
na,-0.0054242127,-0.037737343,-0.03509612,0.025561376,-0.023301242,-0.044159614,-0.013970217,-0.0042807935,0.01613382,0.008462617,-0.027899906,0.011815188,0.038127277,-0.018606998,-0.0018184636,0.025872853,0.027247384,-0.031358894,-0.03570438,0.017286904,0.037416928,-0.023745483,-0.038092367,0.025663814,0.040420353,-0.038088035,0.013042439,-0.051965456,0.005029323,0.0198768,-0.042595543,0.020257106,0.028364595,-0.021359185,0.0059995935,0.010720445,0.03987101,0.011141959,-0.011571208,-0.010577459,0.03161222,0.022723112
ng,-0.03058395,0.009442745,0.01962709,-0.034597147,-0.006254752,-0.058154825,-0.040019725,-0.02942794,0.028940327,-0.0024426344,-0.010240849,0.02670152,0.024046982,-0.0091773365,0.0053311307,0.011385859,0.0446686,-0.018932872,0.004392749,0.028913647,-0.03919186,0.0272257,0.026227249,-0.0034152651,-0.026956497,0.0031555349,-0.021203602,-0.03264967,-0.030325625,0.027523428,0.031377465,0.03090465,-0.015566278,0.016691944,0.034267116,-0.017111933,-0.036304627,-0.017149353,-0.041011844,-0.04147817,-0.0025756843,0.034403928
nn,-0.03971654,0.011542985,0.009576161,-0.026802786,0.0074897944,0.0016866381,-0.014652319,0.0300358,-0.07228001,-0.021772461,-0.046552856,0.009426995,0.031187247,0.009131855,-0.03322633,0.02809422,0.01659745,-0.052016705,-0.007819478,0.01116791,-0.05207307,-0.0047544427,-0.028614342,-0.027099723,-0.05451437,0.042085055,0.002813566,-0.029749122,-0.012962469,0.0020425164,0.0145574445,0.0033555862,-0.04293445,-0.03572279,-0.03636913,-0.039346647,-0.02476505,0.005374741,-0.014983132,0.016244214,-0.017983481,0.0108780665
no,-0.024077887,0.00085170707,-0.024854727,0.007501663,-0.00851249,0.026528858,0.040712733,0.01883023,0.0177121,0.020062203,0.02317213,0.0125224795,0.0019256696,-0.011883279,-0.037989143,0.008869477,0.028414078,0.039789114,-0.0023590713,0.013772079,-0.027060755,0.014044075,-0.026350958,0.029086119,-0.027502842,0.02267349,-0.017063264,0.06182864,-0.023091467,0.04480826,0.026774755,-0.022892175,0.03834214,0.040220063,-0.014408505,0.003261337,0.017481817,0.026122117,0.02749889,0.04481038,0.03385717,-0.040479656
ny,0.00036163474,-0.036926184,0.034051035,0.015216446,0.00812531,-0.0761286,-0.036130007,0.00628434,-0.03815816,-0.04957881,0.005012451,0.034617465,0.018448453,0.008137582,0.014580316,-0.011947143,0.02096096,-0.034507547,0.024678413,-0.06232362,-0.023100412,0.015793383,-0.029717464,-0.009872629,-0.016104845,-0.0162012,-0.032306604,0.021575814,0.0069134706,0.020650797,-0.045789804,0.03158982,-0.04159917,-0.003859632,0.025472282,-0.021271076,0.033473413,-0.018079251,-0.0021937806,0.026496181,-0.021604197,0.00016022968
oo_co_cc,-0.0047071096,-0.030680995,-0.03644978,-0.009565869,0.026185993,0.016601568,-0.025304819,0.026307518,-0.0375443,0.0066300095,-0.023833042,-0.027463749,0.014047571,-0.030897599,0.013777264,0.027291154,-0.0417417,-0.01720438,0.011614133,-0.04456823,-0.011962907,0.0132768415,-0.024319714,0.009800427,-0.03573492,0.019214643,-0.04283879,0.00017333953,-0.047012903,-0.021291925,-0.029117675,-0.04309266,0.012831492,0.026952812,0.018195959,0.036413237,-0.03536231,-0.005406385,-0.03468182,-0.03657554,-0.0038878396,0.019439053
qh,-0.017208964,0.018474175,-0.044497963,-0.065797485,-0.02493249,-0.0126994,0.01941489,-0.0027160984,0.004235015,-0.037138343,0.03906196,-0.03728978,-0.03605747,0.022837633,-0.016210532,-0.0075495727,-0.033808153,0.029584466,0.014831841,0.016411759,0.011128924,-0.019134073,0.0274685,-0.013785959,-0.008564068,-0.013214277,-0.016354589,-0.03431278,0.0069075376,0.008419861,0.049839173,-0.033311617,-0.030007478,-0.040744938,-0.020226324,-0.0137185,-0.05120891,0.011692611,0.003135112,0.02928654,-0.012099909,0.04468038
qo,-0.034120195,-0.031717476,0.00039001272,0.007924664,-0.028018948,-0.014857147,0.01012244,0.021903032,-0.056522045,0.0024420994,-0.03010551,0.00547586,-0.06170874,-0.0037900547,-0.017293429,0.0073522073,0.029197212,0.019032696,-0.03235355,0.01883601,-0.0026829347,-0.047163025,-0.028833658,-0.02855559,-0.07578157,-0.019565674,-0.031535305,-0.031950522,-0.06405969,0.006101624,0.028711954,0.0047787535,-0.019080946,-0.020064387,0.0074940505,0.034834404,-0.02290346,0.04616477,0.03255865,-0.00051652803,0.008754607,0.0047446014
qrr,-0.019636061,-0.021601982,-0.019713543,-0.04679776,0.01217905,-0.0085635865,-0.0421441,0.033835497,-0.019368555,0.032058764,0.03882077,-0.033938956,-0.021542829,-0.00509883,0.029128974,-0.02278695,0.029977037,0.025831068,0.027377289,-0.02565977,-0.008380544,0.040961668,-0.0029834115,0.014935053,-0.017450616,0.012414631,0.020312699,-0.0306288,0.03340823,-0.04033078,-0.0044797724,-0.03924852,-0.02825537,0.0068167015,0.0148584815,-0.041430768,-0.0038083768,0.021135917,-0.03476682,-0.018542172,0.013427764,0.035361484
qw,-0.025805196,0.011389415,0.019411229,0.011404608,-0.010011497,0.016021905,-0.026806481,-0.0033630107,0.011038809,-0.028935747,-0.028307527,0.000107974185,-0.029056327,-0.039329756,-0.023350986,0.0121058915,0.019858245,-0.0197122,0.0067235897,-0.05162704,0.018155914,-0.02751476,-0.018128626,0.033568718,-0.056575656,-0.02857103,-0.047086168,-0.0013866755,-0.052195076,-0.034475707,-0.016139755,-0.025166202,0.03008963,-0.013979442,0.009545238,0.033180386,-0.011109293,0.03799145,0.018180793,-0.026769688,-0.032071285,-0.033751085
qw^d,-0.039449446,-0.024780603,-0.016073408,0.013594337,-0.023453724,0.010581923,-0.018550195,0.03824597,-0.0047813808,0.029111529,0.027929042,-0.021303851,-0.04107221,-0.026953911,0.0075533264,-0.039971646,0.019133449,-0.00055607647,0.030468863,-0.030838463,0.039911896,0.0362513,-0.004039298,-0.006339833,0.019744212,0.016254958,0.007713947,0.041008756,-0.015068877,-0.04618179,0.029565142,0.040131193,-0.008259099,-0.045329876,0.022281619,0.02035729,0.029130561,-0.02636842,0.0254887,0.0014858088,0.020800471,-0.03388366
qy,0.010114085,0.0016099392,0.023306144,0.016291618,-0.009334914,-0.04007851,-0.023041962,0.0059824088,0.018253118,0.03271838,-0.022267457,-0.05135477,-0.036525827,0.0019241498,-0.041216042,-0.03173992,0.008360565,0.036843617,-0.0373379,-0.049720723,0.015788244,-0.04704609,-0.01004533,0.015737861,0.05474278,0.05414754,0.0152269155,0.009587583,0.0046298034,-0.0096565485,-0.022467349,0.011646795,0.025288757,-0.03331715,-0.033444785,0.0004670805,0.013420645,-0.037592523,0.011967745,0.027297108,-0.03729341,-0.01116587
qy^d,-0.034110557,-0.03474019,-0.030057972,-0.008289964,-0.055618893,-0.013256411,0.019425841,-0.016739933,-0.018343046,0.006717763,-0.039990835,0.00050749193,-0.052781574,-0.030557247,-0.013708521,-0.030568577,0.006759816,-0.013561427,-0.021056622,-0.043967083,0.017232722,-0.043276947,-0.020776136,0.020375945,0.03246139,-0.013879653,-0.008379598,-0.022161724,0.056058932,0.034221303,-0.036331445,0.026622314,0.0379123,-0.018879352,0.030087495,-0.00050868356,0.014435922,-0.014391054,-0.04794457,0.004888981,-0.006035874,0.002377853
sd,-0.017705768,0.017634388,-0.017910406,-0.044436548,-0.035161663,-0.04929434,0.0031769052,-0.0358058,0.02535065,-0.06942461,0.025630392,-0.01163125,0.017713083,-0.005856297,0.029482545,-0.006909589,0.023255292,0.010162907,-0.020765573,0.0022418355,-0.035616472,-0.036070302,-0.010043389,0.0055690575,-0.02161145,-0.06790975,-0.0017891183,-0.0497893,-0.009520221,-0.035372958,0.006590751,-0.011338712,-0.06257246,0.03358195,-0.040102698,0.0114842765,-0.0012576333,0.03258422,-0.003980668,8.777885e-05,-0.04281352,0.010763488
sv,-0.022875346,0.008409885,0.009131744,-0.0354194,-0.037328374,-0.010542663,0.012440393,0.00732981,0.0041993163,-0.042223804,-0.003749691,-0.016346315,-0.025005607,-0.013356337,-0.0039092544,-0.0246934,-0.026481677,-0.00151009,-0.024721015,-0.0351099,0.009458248,-0.017205894,0.023930116,0.007506463,-0.05907505,-0.021274293,-0.06921765,-0.0037578004,-0.079018585,-0.0026704588,-0.007708695,0.01823755,-0.051207516,-0.034464397,-0.041947186,-0.037039828,-0.05443016,0.0044383025,0.0064113615,0.033018146,-0.035492565,-0.017705759
t1,0.041943666,-0.019932153,-0.04432458,-0.028223323,-0.05027443,0.0022612854,0.0061055827,0.040432077,0.035419032,0.034348946,-0.029207552,0.022226643,-0.007378381,-0.005225322,0.03142939,-0.0050378074,-0.045354906,-0.040435877,0.02761561,0.03609935,-0.0056011504,-0.036222722,0.032004353,0.0031752237,0.027923256,-0.015256042,-0.042619683,-0.017375447,0.0013771664,0.0054447223,0.028894674,0.041184444,0.029090172,0.030721223,-0.0026093286,-0.00015324008,-0.03492819,-0.0070935213,-0.01339957,0.029046705,0.016059749,-0.02654351
t3,0.029415598,-0.0010439814,0.043341238,0.042068228,0.038295917,-0.00539292,0.0068575945,0.033310484,0.041762054,-0.00030165768,-0.04056431,0.009551497,-0.03111083,-0.025142824,0.025871564,-0.0361848,0.008390813,0.016810577,0.0038839187,-0.04511119,-0.052203394,0.03654313,-0.004262839,-0.036114752,-0.039252654,-0.05182473,0.02051691,0.030439805,-0.0043132356,0.020297593,-0.036051616,-0.011547311,0.020820867,0.0013156657,0.021696651,-0.02542394,-0.006471164,0.019406082,0.024708044,-0.0039740372,0.0048599243,0.043543722
x,-0.03175362,-0.02196034,-0.020616828,0.007965654,0.013005925,-0.059612684,-0.0020327494,0.048196852,-0.022221409,-0.05823482,-0.003722724,-0.034670126,0.0086495215,0.022912215,-0.018490003,0.02205225,-0.072680585,-0.029917408,0.012772569,-0.004621861,-0.01185414,0.015688596,0.039513897,-0.00702646,-0.02761547,0.009266909,0.0007624322,-0.02835325,-0.04321739,0.019575944,-0.013078403,-0.028391322,-0.03819962,0.0231121,-0.013928876,-0.021961298,0.037120525,0.010090377,-0.020448912,-0.0150742205,0.019372687,-0.040256947
