,%,^2,^g,^h,^q,aa,aap_am,ad,ar,arp_nd,b,b^m,ba,bd,bf,bh,bk,br,fa,fc,"fo_o_fw_""_by_bc",fp,ft,h,na,ng,nn,no,ny,oo_co_cc,qh,qo,qrr,qw,qw^d,qy,qy^d,sd,sv,t1,t3,x
b,0.030330379,0.021269366,0.023926234,0.027367465,0.019338077,0.016916966,0.025876652,0.029019257,0.021868957,0.022205548,0.021094706,0.020179749,0.031465877,0.024634073,0.02580254,0.02192292,0.01941827,0.027267784,0.023433644,0.022446252,0.028213162,0.023167953,0.018620558,0.022141332,0.019382972,0.018993651,0.023770373,0.02057699,0.024926959,0.019227887,0.02901303,0.027933368,0.024372278,0.025482476,0.021392802,0.020440714,0.027932463,0.022880247,0.02266633,0.026637092,0.028258575,0.02818411
b^m,0.027684117,0.020148048,0.022873042,0.018559907,0.025887346,0.028614523,0.018207185,0.024914779,0.027578482,0.018109456,0.029720506,0.02288937,0.02167398,0.018062316,0.026091801,0.0200657,0.031046415,0.02409593,0.021649132,0.01988442,0.02171989,0.020859536,0.024152827,0.023905788,0.026883664,0.019040275,0.029701982,0.027652802,0.02633536,0.02306297,0.02927969,0.019814564,0.021362236,0.026476534,0.017939307,0.022865186,0.021807488,0.028578736,0.02768283,0.025967743,0.023506003,0.02364805
ba,0.029655345,0.02441698,0.018729322,0.021015337,0.023401117,0.022140857,0.018212013,0.025282837,0.023382675,0.017008156,0.02947389,0.017030327,0.0324023,0.02856437,0.02238592,0.021910295,0.01649414,0.02015836,0.029579042,0.025569724,0.028135343,0.023724305,0.02807875,0.023782039,0.026289558,0.016943995,0.018432679,0.023490528,0.020868883,0.018840091,0.030136537,0.022243757,0.0259048,0.023558708,0.02479235,0.02631815,0.026971092,0.028907431,0.02133331,0.028574347,0.026183039,0.019677153
bd,0.02570292,0.020493357,0.02329683,0.024275864,0.026879434,0.017248543,0.02125881,0.0193063,0.019542802,0.024508169,0.027171802,0.029697267,0.026790861,0.023643438,0.023951495,0.021314032,0.029572032,0.019791123,0.021354415,0.027176311,0.022646671,0.026198737,0.020237306,0.021101722,0.017534694,0.02132523,0.020146292,0.02450676,0.027765805,0.022056052,0.029492404,0.01816698,0.020220986,0.024153022,0.02964137,0.027189985,0.025732474,0.02762205,0.020353083,0.02995403,0.0305988,0.020379726
bf,0.023417102,0.02644919,0.022994982,0.022667032,0.027119948,0.026646601,0.027001621,0.018256504,0.02656431,0.019371394,0.017001985,0.031685784,0.025955655,0.0243583,0.0328846,0.023748888,0.022486335,0.028491898,0.020645713,0.022874055,0.023932248,0.027085984,0.020648872,0.017392721,0.025100844,0.019053603,0.018856624,0.025498569,0.020650035,0.026594847,0.024206521,0.028607402,0.021650366,0.018962245,0.020260343,0.020538302,0.027111923,0.028072692,0.02214168,0.025701148,0.018950753,0.028360154
bh,0.03000133,0.030784106,0.02613296,0.023196213,0.020149447,0.021932127,0.019369483,0.021012506,0.028185347,0.020071682,0.024909956,0.017602425,0.029473806,0.026421282,0.023994066,0.025082257,0.018164901,0.023296785,0.019265542,0.020037685,0.023192191,0.025076786,0.018663142,0.029946659,0.027368477,0.017935297,0.022682812,0.024212794,0.02877295,0.029008804,0.022921542,0.02057306,0.024315635,0.02025068,0.025375148,0.018963011,0.027185338,0.022888688,0.023001544,0.02858337,0.028312026,0.021685956
bk,0.02201232,0.018571539,0.01911528,0.021637542,0.027907813,0.024864137,0.028914372,0.021286285,0.022799416,0.029010845,0.022268374,0.028360154,0.025733443,0.019942252,0.023579106,0.029584464,0.026965331,0.02120269,0.018538594,0.02398089,0.028094426,0.021064395,0.021467555,0.02807211,0.018164286,0.029501801,0.022560582,0.021041512,0.024250977,0.021257889,0.024662938,0.026251039,0.025783077,0.019546231,0.020335965,0.025487464,0.026010022,0.022991199,0.020775894,0.028104173,0.023763806,0.024537694
br,0.025059909,0.017955815,0.029969659,0.020318829,0.020959005,0.024337582,0.019408947,0.023779307,0.026924685,0.026901886,0.02864858,0.025150398,0.027122915,0.020369807,0.029723214,0.020744562,0.024155822,0.026232788,0.018703263,0.025920548,0.025957728,0.022138134,0.020540012,0.029728053,0.018126657,0.025315216,0.02217885,0.023132209,0.022852683,0.024433792,0.018256973,0.022411633,0.024202717,0.032241866,0.023166394,0.02594095,0.024497319,0.02095197,0.026421918,0.017846718,0.026168197,0.021102376
fa,0.028596567,0.0190387,0.018163325,0.019900402,0.022161148,0.020530235,0.02455952,0.02199939,0.020604534,0.019339627,0.0191637,0.02559306,0.025116127,0.026393762,0.0278716,0.019503303,0.029757326,0.019306945,0.030848533,0.027667595,0.029946381,0.02519559,0.020012854,0.018071078,0.018552085,0.02545492,0.024583902,0.028339958,0.028675176,0.027674053,0.020995378,0.029559344,0.018140206,0.021907892,0.018738626,0.028729716,0.026993362,0.019724015,0.019781474,0.024630943,0.030485889,0.027691795
fc,0.023805894,0.019931205,0.019562405,0.030559825,0.01881852,0.01823657,0.025061024,0.021771153,0.025134195,0.021835545,0.018340446,0.022862416,0.01847012,0.031065162,0.02688444,0.025840888,0.02546153,0.0209852,0.025092995,0.03518513,0.027694628,0.018503856,0.023436422,0.02143691,0.029437715,0.020970015,0.02418445,0.02084899,0.016967352,0.022468237,0.0205274,0.019548673,0.027903382,0.02647952,0.025171513,0.020904697,0.027671857,0.01779383,0.027037265,0.03170073,0.026035223,0.028372606
"fo_o_fw_""_by_bc",0.0222262,0.02387894,0.025980884,0.019608526,0.017804371,0.019507539,0.018776957,0.022090865,0.02477023,0.020272056,0.02120857,0.026428426,0.02833306,0.027098548,0.021224478,0.017326253,0.022554316,0.02719016,0.031848464,0.024204725,0.026618231,0.025408892,0.021630296,0.024608584,0.02864569,0.023675866,0.02354001,0.018731747,0.018997986,0.023807371,0.024574667,0.023882095,0.020221535,0.022265576,0.019581998,0.02895948,0.028310021,0.029491013,0.025587507,0.020175584,0.028593253,0.030358948
fp,0.028272653,0.031219862,0.029794306,0.022740599,0.021760795,0.027924012,0.019772228,0.021105804,0.019898899,0.025426649,0.023048822,0.01903404,0.019994974,0.028166752,0.01870188,0.019161033,0.027865779,0.021744475,0.02400535,0.024604801,0.02761621,0.03169978,0.02333281,0.024013236,0.020230312,0.022698933,0.028427647,0.02258761,0.018955104,0.018762516,0.021163756,0.028448232,0.022912188,0.023387441,0.02495687,0.02101175,0.028180959,0.024625523,0.026384488,0.019731592,0.029827263,0.016802039
ft,0.01793162,0.019428309,0.028932026,0.021452436,0.021496775,0.018122965,0.024193563,0.022960074,0.026097748,0.021938689,0.020216078,0.025006175,0.01837196,0.021709012,0.02538172,0.029102504,0.0245808,0.022403145,0.023880312,0.021697622,0.03217027,0.018851373,0.02970228,0.020879418,0.030079683,0.026113285,0.022041403,0.027411224,0.028900215,0.02522245,0.024491346,0.019231042,0.022033678,0.02939424,0.021990078,0.021508342,0.02848776,0.019309035,0.026902528,0.01961886,0.027710624,0.023047382
h,0.026014851,0.019882439,0.026184024,0.021037444,0.01943871,0.02304853,0.025805395,0.019725949,0.027188053,0.022761803,0.021620551,0.017395442,0.021578524,0.019921314,0.024219641,0.02863783,0.022128856,0.02955895,0.028004233,0.017665252,0.029473756,0.021078497,0.02245069,0.028491803,0.021133734,0.0251095,0.016735408,0.026179537,0.026327815,0.019017464,0.028169062,0.022233715,0.02746226,0.025788074,0.024125455,0.026603771,0.026937746,0.023914874,0.029959664,0.019599015,0.019081412,0.028309008
na,0.02274176,0.018379299,0.018702054,0.027894542,0.020213977,0.017617548,0.021496186,0.022913799,0.026213989,0.024921522,0.01961048,0.025478344,0.030303208,0.020849174,0.02328871,0.027951863,0.028206248,0.019168448,0.018627228,0.026413975,0.030161658,0.020154877,0.01833634,0.027913377,0.030764684,0.018336864,0.025685271,0.016734067,0.024363905,0.02686874,0.017800102,0.026936172,0.028414711,0.020474384,0.024520215,0.025295168,0.030653492,0.025365543,0.021838788,0.0219823,0.029029498,0.02737756
ng,0.019515257,0.025463492,0.027246878,0.01900157,0.02294059,0.01624749,0.018328898,0.019665785,0.028986847,0.023529293,0.022340765,0.02855869,0.028059216,0.022499248,0.024777023,0.0257945,0.032181278,0.021086626,0.024622964,0.028981706,0.018430034,0.028658362,0.028468804,0.023377668,0.019991504,0.024421306,0.020770753,0.019249134,0.019548794,0.028715137,0.029460233,0.029367795,0.0215638,0.026720462,0.030031543,0.021343393,0.018787136,0.021338087,0.018208425,0.018152077,0.023508491,0.030058865
nn,0.019681254,0.027058467,0.026729975,0.021324655,0.026385872,0.025451886,0.022996023,0.030351458,0.016077816,0.022001343,0.018863175,0.02670522,0.030569268,0.026656322,0.020490728,0.029987685,0.027921284,0.018233858,0.023992823,0.026995512,0.018227467,0.024453886,0.021086097,0.02128537,0.017953213,0.03270975,0.025630636,0.020938022,0.02323862,0.0255082,0.027569784,0.025717055,0.019291852,0.020175496,0.020094674,0.019726517,0.021596234,0.026041562,0.022948828,0.0278601,0.022525184,0.026946962
no,0.019713696,0.022554563,0.019631166,0.023379235,0.021442378,0.025909204,0.02797171,0.024854138,0.024704523,0.025020046,0.02544378,0.024021791,0.022685748,0.021055598,0.018286997,0.023552563,0.02617432,0.027832542,0.022166865,0.024184445,0.019398691,0.024219988,0.01947319,0.026269484,0.019352436,0.02537536,0.020474773,0.031350266,0.019818986,0.028597234,0.025943628,0.019840326,0.027615907,0.027897388,0.020770416,0.02284997,0.02467382,0.025852356,0.02604528,0.028597562,0.026955098,0.018042699
ny,0.024408597,0.019451242,0.029965635,0.026719086,0.025590062,0.015321075,0.019545762,0.025304837,0.019305887,0.018009081,0.025109638,0.030069157,0.027250068,0.025591971,0.0266158,0.02264625,0.02767012,0.019739794,0.028303536,0.016664488,0.021159483,0.026813105,0.020323964,0.022934098,0.022080176,0.02206723,0.020006094,0.027773896,0.025401952,0.027617915,0.018429365,0.029519953,0.018905628,0.02378927,0.028440671,0.021396473,0.029860435,0.021816337,0.024031777,0.028618522,0.02135312,0.024378687
oo_co_cc,0.024252573,0.020406969,0.019639283,0.023481833,0.02978089,0.027942814,0.0211494,0.029804956,0.019496923,0.026150797,0.021357317,0.020848066,0.02747245,0.020377608,0.027423134,0.030000463,0.018960478,0.022319358,0.027031664,0.018607581,0.023110665,0.027332071,0.021288339,0.026707737,0.019732825,0.028432386,0.018822717,0.02505223,0.018307658,0.021721115,0.020620128,0.018790985,0.027251283,0.029933069,0.028240519,0.03187578,0.019781757,0.02414011,0.019871434,0.019622874,0.024385005,0.028474826
qh,0.022126336,0.027243668,0.018871605,0.016667658,0.021152038,0.022715824,0.027393512,0.024077313,0.025073187,0.019699028,0.030718327,0.019681638,0.019823564,0.027945679,0.022255518,0.023408243,0.020085257,0.029066911,0.026671205,0.02691803,0.026101539,0.021879371,0.028710509,0.022572374,0.023270193,0.022647735,0.022236833,0.020026246,0.025466945,0.025692498,0.032710522,0.02014349,0.020535316,0.019289112,0.021740478,0.02258125,0.018147448,0.026187465,0.024912909,0.029016461,0.022795366,0.031741284
qo,0.020938396,0.02118497,0.02477257,0.025698943,0.021570208,0.022998858,0.02597562,0.027510282,0.018773206,0.025021508,0.021352021,0.025394129,0.018304707,0.024273114,0.022727456,0.025627356,0.028505616,0.027128205,0.021119414,0.027102223,0.024404408,0.019649127,0.02148475,0.02151388,0.017091617,0.022477211,0.021203782,0.021160925,0.018096223,0.02547167,0.02843829,0.025308017,0.022530366,0.02242266,0.025645075,0.02929944,0.02211461,0.030962478,0.028976344,0.024663385,0.025803074,0.025303805
qrr,0.021447778,0.021215493,0.021438576,0.01845193,0.02558098,0.022804389,0.018933754,0.02884126,0.021479582,0.028558813,0.029648785,0.019814134,0.021222444,0.023246272,0.028099088,0.021076694,0.02823139,0.027590444,0.027827764,0.020743959,0.02282752,0.030002473,0.023520263,0.025974493,0.021708991,0.025614386,0.026759848,0.020180784,0.028773086,0.019124884,0.02332612,0.019239878,0.02044785,0.02483233,0.025963478,0.019008711,0.023413032,0.026882146,0.019723484,0.021578128,0.025758537,0.02908608
qw,0.020829082,0.027399959,0.029069128,0.02740303,0.023400988,0.028351825,0.020675903,0.02457647,0.02732923,0.020353898,0.020448375,0.025213437,0.02033581,0.018852578,0.021209348,0.027545061,0.029165082,0.021785978,0.026473548,0.017218713,0.028801365,0.02056823,0.02204179,0.032266937,0.016601887,0.020408696,0.017804855,0.024937153,0.017146759,0.019539397,0.022367338,0.020927427,0.031449903,0.022726398,0.027029982,0.0321747,0.023212371,0.03333629,0.028806653,0.02068151,0.01988882,0.01964405
qw^d,0.018701296,0.02031717,0.021341618,0.02523599,0.02047005,0.024810126,0.021045065,0.029007193,0.022747492,0.027548213,0.027364785,0.020720193,0.018530624,0.020069236,0.024389228,0.018646205,0.026038209,0.02329704,0.027760271,0.019633586,0.029281491,0.028682142,0.022843063,0.022548083,0.026128212,0.025618186,0.02441137,0.029463513,0.021463078,0.018003346,0.027618904,0.029317796,0.022304915,0.0180902,0.026505468,0.02621887,0.027551176,0.02013573,0.026990093,0.023567347,0.026284596,0.019298693
qy,0.0258062,0.024295643,0.028337412,0.026962059,0.022480942,0.018076474,0.020398213,0.02506093,0.027339788,0.030293753,0.020510577,0.016687032,0.01853776,0.024349852,0.017931217,0.019177828,0.025487233,0.03119322,0.018431291,0.016881552,0.026865967,0.017204858,0.022367952,0.026856367,0.035415694,0.035266496,0.026759217,0.02571001,0.024821652,0.022429718,0.020481516,0.026088275,0.028738711,0.018964484,0.018947324,0.024099499,0.02641858,0.018398033,0.02614773,0.029151019,0.018437104,0.022190882
qy^d,0.019649316,0.019563403,0.020211374,0.02351727,0.016917692,0.022718333,0.028520321,0.022174196,0.021928184,0.026106331,0.018861448,0.025002073,0.017255066,0.020141272,0.022646964,0.020139683,0.026113968,0.022670161,0.021517968,0.018346673,0.028088331,0.018435003,0.021560011,0.028709516,0.03122861,0.02262001,0.023502601,0.021353116,0.036802154,0.031613443,0.019347956,0.029985053,0.032436002,0.021846496,0.030716935,0.02482589,0.027546912,0.022539645,0.01784579,0.02577618,0.023889087,0.02532964
sd,0.022594316,0.028159555,0.022565525,0.019127954,0.020265875,0.018557686,0.025733884,0.020184705,0.029546442,0.016370183,0.029597983,0.023465842,0.028173368,0.024325538,0.03031696,0.024166426,0.029163212,0.02687873,0.022167647,0.025584396,0.020208532,0.02015147,0.023699146,0.026120309,0.022051126,0.016525425,0.024949845,0.018500548,0.023776524,0.020239212,0.026287114,0.023508653,0.017084204,0.031101275,0.01965149,0.027100932,0.025032606,0.030908534,0.024611482,0.025243325,0.019322362,0.026979497
sv,0.022743816,0.027339859,0.02745621,0.02112582,0.020889895,0.024455303,0.02799588,0.02716669,0.026670944,0.020296846,0.025452407,0.023634415,0.022460563,0.024053829,0.025428528,0.022501856,0.022266362,0.025789982,0.022498198,0.021164326,0.027509004,0.0235152,0.029953672,0.027194938,0.01838121,0.022959055,0.017316498,0.025451194,0.016346276,0.025614528,0.024866449,0.02896715,0.019251978,0.021244852,0.020329906,0.020925386,0.018890422,0.026708469,0.027020298,0.03159874,0.021116732,0.023446152
t1,0.029206393,0.021089591,0.018549073,0.02018923,0.017977303,0.023702199,0.024186572,0.028974997,0.02822063,0.02806216,0.020084932,0.026327953,0.02252985,0.022786569,0.027634323,0.022809066,0.018448776,0.018932562,0.027085254,0.028321836,0.022741549,0.019357,0.027718058,0.023816464,0.027129136,0.021614986,0.018716238,0.021375252,0.02359218,0.024102608,0.027268173,0.02908994,0.027296241,0.027531534,0.023102418,0.023402948,0.019489316,0.022563653,0.02182718,0.027289994,0.02548727,0.020368485
t3,0.027315388,0.02313405,0.029471064,0.029267136,0.028671075,0.022591725,0.024152925,0.027901912,0.029218296,0.023227911,0.018647984,0.024510447,0.019634789,0.020284476,0.02679242,0.019098816,0.024355762,0.025500417,0.023764316,0.018191174,0.017500889,0.028398268,0.022731416,0.019106116,0.018781878,0.017537069,0.026021197,0.027468415,0.022725169,0.025990086,0.019112695,0.021845918,0.026064375,0.023433728,0.026189182,0.0202534,0.022459246,0.025864007,0.026622921,0.022767251,0.023891171,0.029503636
x,0.020785794,0.021934083,0.022096487,0.02585119,0.026576607,0.017837513,0.024470251,0.032241497,0.021902665,0.017972974,0.024244241,0.020455584,0.02594844,0.028062213,0.022356035,0.02793002,0.016602471,0.020996416,0.02654257,0.024124846,0.023185613,0.02697097,0.03074043,0.02380842,0.021263478,0.026036551,0.02484871,0.021177515,0.01951777,0.02755283,0.023030277,0.021173088,0.020062983,0.028093027,0.022922983,0.021933967,0.030339109,0.026154539,0.022116868,0.022779278,0.027522098,0.019837622
