qy->ny->sd,0.8888888888888888,8,9
sd->b->b,0.8611111111111112,31,36
sv->aa->aa,0.8571428571428571,18,21
b->%->qy,0.8571428571428571,6,7
%->b->b,0.8571428571428571,6,7
sd->b->x,0.8571428571428571,6,7
sd->sd->sd,0.8565217391304348,197,230
%->qy->ny,0.8333333333333334,5,6
sd->sd->b,0.8291139240506329,131,158
ny->sd->sd,0.8181818181818182,9,11
b->b->%,0.8181818181818182,9,11
sd->b->sd,0.8154761904761905,137,168
sd->sd->ba,0.8125,13,16
b->sd->%,0.8095238095238095,17,21
sd->b->qw,0.8,4,5
x->b->sd,0.8,4,5
%->qw->sd,0.8,4,5
qw->sd->sd,0.8,8,10
sd->sd->^q,0.8,4,5
sd->%->qy,0.8,4,5
b->x->sv,0.8,4,5
x->sd->sd,0.8,16,20
aa->sv->aa,0.8,8,10
b->sd->sd,0.8,92,115
sd->%->b,0.8,16,20
%->b->sd,0.8,16,20
x->sd->b,0.8,8,10
sd->qw->sd,0.8,4,5
b->sd->x,0.8,8,10
b->sd->b,0.7777777777777778,63,81
%->sd->sd,0.7619047619047619,32,42
fc->fc->fc,0.7608695652173914,35,46
ba->sd->sd,0.75,9,12
sd->bh->ny,0.75,6,8
%->sd->x,0.75,3,4
aa->aa->%,0.75,6,8
sv->aa->b,0.75,3,4
sv->%->aa,0.75,3,4
x->sd->%,0.75,3,4
sv->sv->aa,0.7368421052631579,14,19
aa->aa->sv,0.7333333333333333,11,15
sd->b->%,0.71875,23,32
nn->sd->sd,0.7142857142857143,5,7
sd->%->%,0.7142857142857143,5,7
b->qy->ny,0.7142857142857143,5,7
b->sv->aa,0.7,14,20
sd->%->sd,0.6923076923076923,27,39
sd->ba->sd,0.6923076923076923,9,13
sd->sd->%,0.6829268292682927,28,41
b->qy->nn,0.6666666666666666,2,3
sd->^q->^q,0.6666666666666666,2,3
qy->ny->%,0.6666666666666666,2,3
b->b->x,0.6666666666666666,2,3
ba->b->ba,0.6666666666666666,2,3
ny->ba->b,0.6666666666666666,2,3
b->sd->qw,0.6666666666666666,2,3
b->b->qw,0.6666666666666666,2,3
ba->b->sd,0.6666666666666666,2,3
sv->aa->sv,0.6666666666666666,18,27
aa->aa->aa,0.6666666666666666,2,3
ny->sd->b,0.6666666666666666,2,3
sd->^q->sd,0.6666666666666666,2,3
ny->ny->sv,0.6666666666666666,2,3
b->qy->sd,0.6666666666666666,2,3
b->b->sd,0.6578947368421053,25,38
sv->b->b,0.6333333333333333,19,30
b->sv->sv,0.6274509803921569,32,51
b->sv->b,0.625,35,56
b->%->b,0.625,5,8
sv->%->b,0.625,5,8
sv->sv->%,0.6153846153846154,8,13
%->sv->sv,0.6153846153846154,16,26
%->sd->b,0.6129032258064516,19,31
%->%->%,0.6,3,5
ba->sd->b,0.6,6,10
%->%->b,0.6,3,5
qy->sd->sd,0.6,3,5
%->sv->b,0.6,12,20
sv->x->sd,0.6,3,5
b->x->sd,0.6,3,5
b->b->sv,0.6,9,15
x->sv->b,0.6,3,5
sv->sv->b,0.5862068965517241,34,58
sv->aa->%,0.5833333333333334,7,12
aa->%->sv,0.5833333333333334,7,12
aa->sv->sv,0.5833333333333334,7,12
sd->b->qy,0.5714285714285714,4,7
sd->sd->bk,0.5714285714285714,4,7
bh->ny->sd,0.5714285714285714,4,7
b->ba->sd,0.5555555555555556,5,9
b->%->sd,0.5416666666666666,13,24
sv->b->%,0.5405405405405406,20,37
b->%->sv,0.5357142857142857,15,28
%->sv->sd,0.5294117647058824,9,17
aa->sv->b,0.5294117647058824,9,17
sv->b->sv,0.5121951219512195,42,82
sd->bk->qy,0.5,2,4
sd->qy^d->ny,0.5,1,2
x->%->sd,0.5,2,4
%->ny->sd,0.5,1,2
bh->ny->ba,0.5,1,2
ba->ba->sd,0.5,1,2
sv->h->sd,0.5,1,2
ny->%->sv,0.5,1,2
ba->b->%,0.5,1,2
h->sd->sd,0.5,1,2
b->bh->ny,0.5,1,2
aa->qy->nn,0.5,1,2
qy->sd->b,0.5,1,2
ba->sd->sv,0.5,1,2
sv->b->qo,0.5,1,2
qw->sd->bk,0.5,3,6
aa->%->sd,0.5,3,6
%->b->%,0.5,1,2
nn->nn->sd,0.5,1,2
sv->qy->sv,0.5,1,2
b->b->qy,0.5,1,2
aa->sd->x,0.5,1,2
sd->x->%,0.5,1,2
sd->ba->ba,0.5,1,2
sd->sd->qy^d,0.5,1,2
b->ba->qy,0.5,1,2
b->sv->%,0.5,6,12
qo->%->sd,0.5,1,2
qw->sd->b^m,0.5,1,2
ny->sd->bk,0.5,1,2
sv->b->ad,0.5,1,2
b->x->b,0.5,1,2
b->sd->bh,0.5,2,4
ny->sd->x,0.5,1,2
aa->sd->aa,0.5,1,2
sd->ba->b,0.5,3,6
h->sv->sv,0.5,1,2
ad->ad->b,0.5,1,2
sd->sd->bf,0.5,1,2
sv->sv->bh,0.5,1,2
aa->sd->ba,0.5,1,2
%->aa->sv,0.5,2,4
nn->sd->x,0.5,1,2
sv->sd->sd,0.5,17,34
sv->x->sv,0.5,1,2
sv->sv->sv,0.5,31,62
aa->b->sv,0.5,1,2
b->%->%,0.5,3,6
%->%->sd,0.5,3,6
ba->x->sv,0.5,1,2
ny->sd->ba,0.5,1,2
qy->sd->%,0.5,1,2
sd->sv->x,0.5,1,2
b->sd->aa,0.5,3,6
ny->sd->%,0.5,1,2
b->%->aa,0.5,1,2
ny->sv->b,0.5,2,4
ny->bk->sd,0.5,1,2
b->bf->aa,0.5,1,2
sd->qy->ny,0.5,2,4
^q->sv->b,0.5,1,2
qw->%->sd,0.5,1,2
sd->b->bh,0.5,1,2
x->ba->sd,0.5,1,2
b->aa->sv,0.5,1,2
aa->h->sv,0.5,1,2
sd->aa->aa,0.5,4,8
sd->%->ad,0.5,1,2
sd->^q->sv,0.5,1,2
na->%->sd,0.5,1,2
bh->ny->%,0.5,1,2
sd->ba->%,0.5,1,2
x->x->sd,0.5,1,2
sd->%->qw,0.5,2,4
sv->sd->b,0.4827586206896552,14,29
%->b->sv,0.45454545454545453,5,11
aa->sv->sd,0.45454545454545453,5,11
sd->b->ba,0.45454545454545453,5,11
aa->aa->sd,0.4444444444444444,4,9
sd->aa->sv,0.42857142857142855,3,7
sd->aa->sd,0.42857142857142855,3,7
sd->b->sv,0.42857142857142855,24,56
ba->%->sd,0.4,2,5
sd->sd->qy,0.4,2,5
sd->sd->qw,0.4,2,5
ny->%->sd,0.4,2,5
bf->aa->sd,0.4,2,5
aa->b->sd,0.4,2,5
sv->b->x,0.4,2,5
sd->sv->aa,0.38461538461538464,5,13
sd->bk->sd,0.375,3,8
aa->sd->b,0.36363636363636365,4,11
%->sv->aa,0.35714285714285715,5,14
sv->aa->sd,0.35714285714285715,5,14
b->sv->sd,0.34782608695652173,8,23
b^m->b->sd,0.3333333333333333,1,3
sv->sv->h,0.3333333333333333,1,3
%->sv->%,0.3333333333333333,2,6
ba->sv->b,0.3333333333333333,1,3
sv->sd->aa,0.3333333333333333,2,6
b->ad->ad,0.3333333333333333,1,3
%->h->sv,0.3333333333333333,1,3
aa->sd->sd,0.3333333333333333,5,15
aa->sv->%,0.3333333333333333,2,6
sd->bk->b,0.3333333333333333,1,3
sd->x->sv,0.3333333333333333,1,3
%->sd->aa,0.3333333333333333,1,3
%->sd->%,0.3333333333333333,5,15
sd->ba->sv,0.3333333333333333,1,3
ny->ny->ny,0.3333333333333333,1,3
sv->%->qw,0.3333333333333333,1,3
sd->b->ad,0.3333333333333333,1,3
h->sv->b,0.3333333333333333,1,3
sv->b->sd,0.32432432432432434,12,37
sv->sv->sd,0.32,8,25
sd->%->sv,0.3157894736842105,6,19
sd->sd->sv,0.3,9,30
sv->sd->%,0.2727272727272727,3,11
sv->%->sv,0.26666666666666666,4,15
qy->ny->sv,0.25,1,4
sd->bf->aa,0.25,1,4
sd->sd->aa,0.25,1,4
x->sd->sv,0.25,1,4
sv->sv->x,0.25,1,4
qw->sv->sv,0.25,1,4
sd->b->bf,0.25,1,4
sd->sv->sv,0.20833333333333334,5,24
qy^d->ny->sd,0.2,1,5
sv->%->sd,0.2,3,15
sd->sv->b,0.19444444444444445,7,36
b->sd->sv,0.18518518518518517,5,27
aa->sd->%,0.16666666666666666,1,6
sv->sd->sv,0.16666666666666666,3,18
%->%->sv,0.16666666666666666,1,6
sd->sv->sd,0.14285714285714285,2,14
b->qy^d->ny,0.14285714285714285,1,7
sd->sv->%,0.125,1,8
%->sd->sv,0.1111111111111111,1,9
sv->qy->qo,0.0,0,1
sv->sv->qy,0.0,0,2
qy->ny->ad,0.0,0,1
"qw->fo_o_fw_""_by_bc->ba",0.0,0,1
%->qw^d->sv,0.0,0,0
sv->x->b,0.0,0,2
b->ba->%,0.0,0,3
ar->sd->fa,0.0,0,1
fp->fp->fp,0.0,0,1
sv->qy^d->na,0.0,0,1
%->h->aa,0.0,0,1
arp_nd->%->bf,0.0,0,1
h->qo->qo,0.0,0,0
ad->ba->sd,0.0,0,1
aa->bf->aa,0.0,0,0
sd->nn->sd,0.0,0,2
sd->qw->qy^d,0.0,0,1
qy->na->bh,0.0,0,1
b->qh->b,0.0,0,0
sd->sv->ba,0.0,0,1
h->sv->%,0.0,0,1
sv->^2->sv,0.0,0,1
qy->na->qw,0.0,0,1
^2->b->sd,0.0,0,1
qy->ng->b,0.0,0,1
b->sd->qw^d,0.0,0,1
ba->aa->sd,0.0,0,0
bk->b->sv,0.0,0,1
ba->sv->%,0.0,0,0
aap_am->b->%,0.0,0,0
sd->qy^d->qy,0.0,0,0
aap_am->aap_am->sd,0.0,0,1
sv->%->ar,0.0,0,1
qy->sd->qo,0.0,0,0
nn->sd->sv,0.0,0,3
b->sv->ba,0.0,0,0
sd->ba->qw,0.0,0,1
sv->aa->ba,0.0,0,1
qh->b->sv,0.0,0,1
^q->^q->sv,0.0,0,0
b->^2->%,0.0,0,1
b->qo->sd,0.0,0,0
bk->%->%,0.0,0,1
ba->sv->x,0.0,0,0
no->x->sd,0.0,0,1
b->fc->fc,0.0,0,2
"sv->%->fo_o_fw_""_by_bc",0.0,0,1
oo_co_cc->fc->fc,0.0,0,0
sd->^2->x,0.0,0,1
b->qo->qy^d,0.0,0,1
na->ny->b,0.0,0,0
b->oo_co_cc->fc,0.0,0,0
b->b^m->qy,0.0,0,1
b->%->qy^d,0.0,0,1
qw->^h->sd,0.0,0,2
b->sd->bf,0.0,0,1
ny->bk->qy,0.0,0,0
aa->sv->qo,0.0,0,1
%->sd->bh,0.0,0,1
aa->aap_am->sv,0.0,0,1
ba->%->^2,0.0,0,1
qw->%->^h,0.0,0,1
^2->aa->sv,0.0,0,1
ny->sv->qo,0.0,0,1
^2->sd->sd,0.0,0,1
ba->b->sv,0.0,0,3
qy^d->na->sv,0.0,0,1
b->sv->ad,0.0,0,4
qy^d->na->%,0.0,0,2
qo->sd->b^m,0.0,0,1
sd->qy->br,0.0,0,1
no->b->sd,0.0,0,0
"fo_o_fw_""_by_bc->fo_o_fw_""_by_bc->ft",0.0,0,0
sv->aa->qh,0.0,0,1
b->qo->h,0.0,0,1
ba->qy->qy,0.0,0,1
qw->x->sd,0.0,0,1
"ba->x->fo_o_fw_""_by_bc",0.0,0,0
sd->b->fc,0.0,0,1
bf->aa->bk,0.0,0,0
qy^d->%->%,0.0,0,0
sv->qy->na,0.0,0,1
aa->b->x,0.0,0,0
ad->b->sd,0.0,0,1
bf->ny->sv,0.0,0,1
"fo_o_fw_""_by_bc->aa->aa",0.0,0,1
"fo_o_fw_""_by_bc->ba->ad",0.0,0,1
aa->aa->h,0.0,0,0
ny->sv->sd,0.0,0,1
sd->%->bh,0.0,0,1
sd->sv->^2,0.0,0,1
%->qy->arp_nd,0.0,0,1
sv->sd->qo,0.0,0,1
ny->ad->arp_nd,0.0,0,1
qy->ny->b,0.0,0,0
bk->%->sv,0.0,0,0
sv->qh->aa,0.0,0,1
ad->sv->sd,0.0,0,1
sd->b->b^m,0.0,0,5
bh->ny->b^m,0.0,0,1
qo->qw->^h,0.0,0,1
"%->fo_o_fw_""_by_bc->aa",0.0,0,1
b->aa->sd,0.0,0,1
h->aa->aa,0.0,0,1
b->aa->%,0.0,0,1
sd->sv->qy,0.0,0,3
qy->b->sv,0.0,0,1
b->qy^d->%,0.0,0,0
qy->no->x,0.0,0,1
aa->x->fc,0.0,0,1
qo->qo->sd,0.0,0,0
ba->aa->aap_am,0.0,0,0
ng->sd->b,0.0,0,1
"fo_o_fw_""_by_bc->sv->aa",0.0,0,1
b^m->sd->x,0.0,0,1
%->%->fa,0.0,0,0
b->sv->^2,0.0,0,1
sd->qy^d->%,0.0,0,1
sd->aa->aap_am,0.0,0,1
ad->%->b,0.0,0,1
aa->aa->x,0.0,0,1
qy^d->na->qy^d,0.0,0,1
%->qy^d->%,0.0,0,0
^h->qw->sd,0.0,0,1
nn->sd->b,0.0,0,2
aa->aap_am->b,0.0,0,0
sd->aa->b,0.0,0,2
qy->sv->sd,0.0,0,1
qy^d->sd->nn,0.0,0,1
%->aa->fc,0.0,0,2
qy^d->%->sd,0.0,0,0
%->bf->sd,0.0,0,0
b->qw->qw,0.0,0,0
b^m->qy->ny,0.0,0,1
sd->qy->%,0.0,0,0
bh->ny->qy,0.0,0,1
ba->qw^d->sv,0.0,0,0
qy^d->ny->x,0.0,0,0
h->sd->b,0.0,0,0
sv->aa->ar,0.0,0,1
b->ad->%,0.0,0,1
x->x->sv,0.0,0,0
qw->sd->qy^d,0.0,0,0
sd->bh->sd,0.0,0,0
aa->ad->sd,0.0,0,1
sd->bh->b,0.0,0,0
b->qw->qh,0.0,0,1
aa->sd->bh,0.0,0,0
qw->qy->no,0.0,0,0
^h->no->sd,0.0,0,0
^2->%->sd,0.0,0,1
qw->ny->sd,0.0,0,0
ad->aa->aa,0.0,0,0
fc->%->fc,0.0,0,1
b^m->qw->qy,0.0,0,1
qh->qw->b,0.0,0,1
b->%->ba,0.0,0,0
sd->sd->^2,0.0,0,2
sv->sv->qh,0.0,0,0
sd->ny->ny,0.0,0,1
qw->br->aa,0.0,0,1
aa->qh->b,0.0,0,1
sd->bf->ny,0.0,0,1
%->no->sv,0.0,0,1
no->sv->sd,0.0,0,1
sv->qy->ny,0.0,0,0
ny->sd->sv,0.0,0,2
b->x->fc,0.0,0,0
sv->%->%,0.0,0,5
sv->b->bf,0.0,0,1
qh->sd->sd,0.0,0,1
sd->bf->sd,0.0,0,1
b->ba->b,0.0,0,1
b->b->oo_co_cc,0.0,0,0
"aa->fo_o_fw_""_by_bc->sv",0.0,0,2
fc->sv->aa,0.0,0,0
sd->sv->ar,0.0,0,0
aa->x->qw,0.0,0,0
bh->ny->sv,0.0,0,1
sv->b->qw,0.0,0,0
b->qy->b,0.0,0,1
sv->ad->qh,0.0,0,1
br->sd->sd,0.0,0,0
qw->qh->%,0.0,0,1
sd->qw->ny,0.0,0,0
ba->sd->bf,0.0,0,1
nn->b^m->sd,0.0,0,2
^h->sv->%,0.0,0,1
sv->qy^d->sd,0.0,0,1
"bf->fo_o_fw_""_by_bc->na",0.0,0,1
x->x->ba,0.0,0,1
b->h->sd,0.0,0,0
ba->ad->sd,0.0,0,1
aa->%->b,0.0,0,3
sv->h->qy,0.0,0,1
x->aa->aa,0.0,0,1
aap_am->sv->sv,0.0,0,1
sd->b->bk,0.0,0,1
sv->aa->h,0.0,0,1
qy->ng->sv,0.0,0,1
x->bk->bf,0.0,0,1
ba->qy->ny,0.0,0,1
qo->^h->sv,0.0,0,1
b->^h->qw,0.0,0,0
sv->b->b^m,0.0,0,2
ba->sv->sv,0.0,0,1
qy^d->%->qy^d,0.0,0,1
%->sd->bk,0.0,0,2
"fo_o_fw_""_by_bc->fo_o_fw_""_by_bc->sd",0.0,0,1
bh->ny->b,0.0,0,0
no->sd->sd,0.0,0,1
aa->aa->b,0.0,0,1
sd->qy^d->ng,0.0,0,1
b^m->sd->^2,0.0,0,1
h->%->sv,0.0,0,1
%->bh->ny,0.0,0,2
b->qh->sd,0.0,0,1
qw->b->sd,0.0,0,1
sv->bf->aa,0.0,0,4
b->qh->no,0.0,0,0
sd->bk->qo,0.0,0,0
x->^q->sd,0.0,0,1
"fo_o_fw_""_by_bc->b->sd",0.0,0,0
x->fc->sv,0.0,0,0
x->sd->b^m,0.0,0,0
qw->sd->bf,0.0,0,1
qo->qh->sv,0.0,0,0
^2->%->%,0.0,0,1
sd->qw->sv,0.0,0,2
"fo_o_fw_""_by_bc->fo_o_fw_""_by_bc->qy",0.0,0,0
%->%->qy^d,0.0,0,1
br->sv->sv,0.0,0,1
%->bk->sv,0.0,0,1
bf->ar->qy^d,0.0,0,1
ng->sv->%,0.0,0,0
^q->sd->aa,0.0,0,1
fp->qw->sd,0.0,0,1
aa->qy->na,0.0,0,1
ar->qy^d->%,0.0,0,1
b->qy^d->no,0.0,0,0
qy->sv->%,0.0,0,2
x->sd->qy,0.0,0,1
"fo_o_fw_""_by_bc->fp->sv",0.0,0,0
qh->%->sd,0.0,0,0
sv->bk->x,0.0,0,1
b->bf->b^m,0.0,0,1
x->sv->sv,0.0,0,0
ny->b->sd,0.0,0,0
sd->%->qy^d,0.0,0,1
sd->aa->%,0.0,0,1
"%->fo_o_fw_""_by_bc->sd",0.0,0,1
"fo_o_fw_""_by_bc->ft->sd",0.0,0,0
bh->qw->sd,0.0,0,0
bh->ny->bk,0.0,0,1
ad->aa->sd,0.0,0,0
%->ad->aa,0.0,0,0
x->sv->%,0.0,0,1
ny->sv->aa,0.0,0,0
^2->sd->aa,0.0,0,1
qh->sv->sv,0.0,0,0
ba->%->qy,0.0,0,0
arp_nd->sv->sd,0.0,0,1
sd->%->ny,0.0,0,1
%->aa->ad,0.0,0,1
b->^q->b,0.0,0,3
qo->sd->b,0.0,0,0
fa->sd->sd,0.0,0,0
qw->sd->sv,0.0,0,0
%->^2->aa,0.0,0,1
ad->b->b,0.0,0,3
br->sd->b^m,0.0,0,1
aap_am->sd->h,0.0,0,1
fp->sd->qw,0.0,0,0
qh->sv->%,0.0,0,1
%->%->b^m,0.0,0,1
qo->qy^d->ny,0.0,0,1
x->qy->%,0.0,0,1
qy^d->nn->sd,0.0,0,4
"sd->fo_o_fw_""_by_bc->%",0.0,0,1
aa->b->b,0.0,0,1
"%->%->fo_o_fw_""_by_bc",0.0,0,1
^2->aa->%,0.0,0,2
x->b->ba,0.0,0,2
b^m->b->b,0.0,0,0
aa->ba->%,0.0,0,2
%->b->x,0.0,0,0
qo->br->sv,0.0,0,1
qy^d->ng->b,0.0,0,1
sv->b->ba,0.0,0,0
%->sd->ad,0.0,0,1
b->^h->^h,0.0,0,1
b^m->%->%,0.0,0,1
ad->arp_nd->sd,0.0,0,1
%->b^m->b,0.0,0,2
sd->bh->%,0.0,0,1
x->b->b,0.0,0,0
ny->qy->sd,0.0,0,1
qy^d->ny->bk,0.0,0,0
ny->bk->qy^d,0.0,0,1
"fo_o_fw_""_by_bc->qo->qy",0.0,0,0
sv->sv->qo,0.0,0,0
qh->aa->aa,0.0,0,1
b->^2->aa,0.0,0,0
bk->sd->sd,0.0,0,3
sv->bk->sv,0.0,0,1
nn->%->sv,0.0,0,1
sv->^2->%,0.0,0,1
x->b->bf,0.0,0,0
qw->b->qy,0.0,0,1
aa->qh->sd,0.0,0,0
b->b->fc,0.0,0,0
b->^2->sd,0.0,0,1
h->sd->%,0.0,0,1
qy^d->no->sd,0.0,0,0
x->b->^2,0.0,0,1
sv->aa->^2,0.0,0,2
^q->b->sv,0.0,0,3
^h->sd->sd,0.0,0,1
sd->sv->bk,0.0,0,1
aa->bk->%,0.0,0,0
sv->bh->ny,0.0,0,1
"fo_o_fw_""_by_bc->na->sd",0.0,0,1
sd->sv->aap_am,0.0,0,1
bf->aa->b,0.0,0,1
sv->aa->^h,0.0,0,0
x->x->^q,0.0,0,1
sv->ad->b,0.0,0,2
ny->%->%,0.0,0,1
sd->sv->ad,0.0,0,1
br->aa->sd,0.0,0,1
sd->qy^d->na,0.0,0,2
b->qy->no,0.0,0,1
qy->nn->b^m,0.0,0,2
ny->sd->bf,0.0,0,0
b->bk->sd,0.0,0,1
sv->qh->%,0.0,0,0
sv->ad->qw,0.0,0,1
b->aa->qy,0.0,0,1
%->no->sd,0.0,0,2
sd->b^m->bk,0.0,0,0
sv->%->qw^d,0.0,0,0
qw^d->b->sd,0.0,0,1
ba->sd->aa,0.0,0,1
aa->x->aa,0.0,0,1
^2->sv->ad,0.0,0,0
aa->sv->qh,0.0,0,1
na->sv->qh,0.0,0,1
aa->sv->ad,0.0,0,1
ar->sd->ba,0.0,0,0
ba->%->sv,0.0,0,1
bk->sd->b,0.0,0,1
qo->h->aap_am,0.0,0,1
sd->qh->sd,0.0,0,0
sd->aap_am->sv,0.0,0,1
fc->ft->fc,0.0,0,5
^2->%->aa,0.0,0,1
ny->ny->bk,0.0,0,1
sd->b^m->qy^d,0.0,0,1
sd->qw->b,0.0,0,1
sv->qy^d->ng,0.0,0,0
sd->qw->x,0.0,0,1
qo->sv->sv,0.0,0,1
bk->b->sd,0.0,0,1
"fo_o_fw_""_by_bc->qw->^h",0.0,0,1
b->qh->sv,0.0,0,1
sd->b->^2,0.0,0,0
