,%,^2,^g,^h,^q,aa,aap_am,ad,ar,arp_nd,b,b^m,ba,bd,bf,bh,bk,br,fa,fc,"fo_o_fw_""_by_bc",fp,ft,h,na,ng,nn,no,ny,oo_co_cc,qh,qo,qrr,qw,qw^d,qy,qy^d,sd,sv,t1,t3,x
b,0.024939116,0.025873678,0.018855877,0.028984616,0.023496728,0.016184056,0.02455041,0.02474239,0.023410503,0.02235005,0.033203162,0.023140173,0.03609828,0.018292326,0.022029309,0.027454901,0.014815393,0.017430332,0.02758296,0.015413316,0.023825563,0.020888759,0.027971568,0.022653691,0.022932649,0.021477299,0.020926349,0.020052735,0.01559655,0.024894044,0.030372262,0.026997488,0.023189897,0.030612584,0.02540681,0.022741722,0.026503667,0.024966441,0.026984,0.021114344,0.02710654,0.023937555
b^m,0.01829033,0.018656086,0.022829784,0.031012347,0.023588473,0.023498897,0.022221586,0.027208967,0.018204033,0.025713578,0.023288483,0.025542304,0.022097819,0.017162317,0.020040419,0.024609799,0.027473465,0.020375887,0.028083777,0.02771328,0.013425668,0.029403316,0.03081466,0.023320397,0.019910952,0.024031335,0.031315118,0.027243013,0.023416415,0.016865788,0.027171854,0.023929315,0.03049523,0.031945158,0.019070668,0.027567983,0.024348568,0.022530904,0.023542807,0.021756593,0.019257428,0.021025063
ba,0.03086739,0.023028431,0.024154536,0.029797055,0.02097075,0.021700779,0.01480216,0.026004875,0.020779064,0.012005516,0.025674935,0.016652955,0.028712776,0.025112577,0.022110509,0.023932362,0.01575941,0.029439049,0.020950716,0.020155476,0.024536004,0.022264184,0.027287021,0.027734391,0.019840209,0.021674888,0.025848338,0.02839087,0.016740931,0.024345063,0.029629655,0.026351534,0.023644147,0.028743824,0.029829212,0.023772113,0.024592133,0.026923966,0.022147773,0.025493585,0.017276729,0.030322121
bd,0.027717985,0.028094292,0.024476804,0.020474412,0.027845617,0.020411002,0.028883621,0.02503932,0.030830475,0.026757073,0.02580964,0.019856498,0.021247368,0.025794575,0.017887928,0.02590758,0.025089284,0.019961841,0.029176306,0.020716853,0.025222637,0.027177736,0.026683956,0.018007759,0.027245643,0.018907716,0.0155915525,0.022219418,0.017668875,0.02773666,0.027407603,0.02590052,0.023205256,0.021184666,0.018640924,0.026049124,0.021679673,0.020271597,0.02970279,0.018822927,0.025612524,0.023081943
bf,0.021004051,0.026398545,0.026014281,0.023821007,0.022535583,0.05092953,0.036731027,0.020520031,0.033767063,0.02192439,0.013343108,0.031575363,0.019395625,0.02469131,0.046258077,0.015292456,0.01811875,0.031923976,0.024461426,0.0148873,0.01921385,0.020194136,0.02250377,0.012654953,0.014469896,0.024902444,0.018245129,0.024342177,0.01648479,0.020741278,0.026498139,0.02842792,0.02784867,0.020631881,0.0196916,0.02661891,0.020251429,0.023651766,0.02007304,0.020985845,0.023374448,0.024601005
bh,0.027566012,0.027518567,0.017484957,0.023769427,0.02445181,0.020945126,0.03208185,0.022043766,0.031594455,0.021993527,0.017783474,0.019625718,0.027156873,0.022707269,0.02231974,0.025651788,0.022690032,0.014483972,0.020941168,0.023012696,0.01982918,0.019612845,0.019853557,0.02583004,0.018562023,0.016555049,0.027925817,0.018484829,0.03707765,0.030328672,0.025824301,0.030379005,0.02141698,0.029901719,0.029632516,0.024046788,0.024217304,0.020832986,0.023839097,0.021134365,0.020764267,0.028128836
bk,0.023256477,0.020645231,0.01950586,0.020293802,0.02285889,0.019569691,0.028469749,0.02496769,0.018739877,0.023170399,0.02246481,0.021713417,0.027138503,0.019801747,0.032327652,0.021402296,0.03448292,0.022791399,0.024219798,0.01679808,0.026543323,0.02252021,0.026462259,0.02164939,0.026013674,0.02018998,0.026286388,0.027383927,0.019439137,0.024300393,0.024889968,0.034136504,0.02419261,0.02476596,0.024224604,0.022216553,0.027355567,0.020607483,0.023478433,0.026719647,0.014508456,0.027497057
br,0.028370772,0.023388032,0.01835181,0.017677395,0.016206156,0.04552457,0.020693213,0.021642588,0.030303093,0.017025901,0.0225268,0.026083343,0.018038638,0.027782049,0.02275692,0.015852543,0.023558527,0.018244458,0.033255063,0.023503615,0.025460152,0.022784347,0.03229117,0.025390683,0.025995905,0.025048003,0.025451867,0.02368555,0.019961799,0.022788817,0.017980373,0.028156593,0.029382112,0.025120547,0.022999592,0.026017768,0.023019588,0.021346148,0.023986772,0.021880858,0.019255312,0.021210644
fa,0.027158622,0.024038974,0.022965701,0.025273032,0.021277709,0.025471069,0.022779508,0.029582342,0.027240155,0.02159537,0.021226296,0.02954344,0.014057552,0.027588116,0.02426314,0.024862342,0.030936195,0.031560984,0.017987197,0.018879855,0.026794892,0.026014207,0.024424374,0.024540678,0.03002067,0.026771871,0.0264366,0.027108788,0.015053976,0.021295568,0.018706651,0.026999252,0.023728337,0.02390959,0.024532523,0.020067671,0.017542765,0.022462389,0.01904145,0.020896202,0.02440257,0.020961372
fc,0.028902793,0.0212211,0.025740359,0.022985373,0.01857631,0.017830234,0.024118813,0.02579995,0.022527112,0.025171075,0.020276083,0.024900753,0.019772606,0.025387298,0.025467055,0.025328062,0.02410863,0.026857117,0.024761898,0.0466177,0.021154076,0.022565734,0.02513151,0.020543234,0.01886394,0.020163864,0.01662933,0.024979664,0.023224756,0.02065712,0.025469435,0.029965151,0.023007676,0.02625236,0.034515522,0.019413779,0.020891778,0.017091617,0.02269323,0.02215393,0.02260146,0.02568047
"fo_o_fw_""_by_bc",0.028579064,0.019760376,0.017123358,0.0323594,0.012986978,0.030260518,0.02437437,0.028292276,0.022619449,0.014990053,0.033214185,0.032933418,0.022871865,0.024065055,0.022396773,0.013748505,0.014871541,0.023876179,0.026991278,0.024220757,0.03421416,0.029122133,0.032279518,0.022279961,0.021217518,0.018311631,0.019716902,0.026651239,0.026389904,0.022367867,0.021053983,0.030294785,0.018607413,0.03125228,0.017162971,0.026089475,0.017005527,0.030547855,0.022646451,0.018496221,0.018794645,0.024962125
fp,0.024533698,0.025919214,0.021242142,0.023608677,0.025690623,0.01940445,0.029571349,0.030495463,0.020658175,0.025228878,0.032485176,0.019214053,0.022148952,0.021425653,0.027538436,0.023590177,0.028713405,0.028780846,0.017948214,0.018395199,0.023329416,0.027488882,0.02706239,0.025227388,0.022965783,0.02332791,0.017432518,0.027438862,0.023585172,0.024996048,0.021748167,0.02880146,0.020084979,0.024200484,0.02764598,0.026724406,0.018269313,0.019279245,0.025938699,0.021713085,0.01782097,0.018326035
ft,0.02031615,0.02717933,0.025710618,0.024580479,0.022868041,0.022809587,0.017433075,0.025365101,0.023970382,0.021223214,0.024851615,0.026672972,0.019297617,0.030645775,0.02810215,0.016785566,0.026002828,0.022402024,0.023000097,0.02485993,0.03156781,0.01628998,0.02460425,0.025951812,0.022963502,0.020609217,0.023792464,0.023868183,0.017729437,0.025164552,0.027831327,0.02313179,0.023862157,0.02266031,0.023940785,0.026460916,0.02558822,0.022816904,0.018610807,0.020313142,0.030607417,0.027558422
h,0.0240705,0.014351713,0.025516303,0.033832885,0.0160045,0.02209704,0.016427508,0.020900816,0.022130994,0.019306669,0.023217553,0.023493212,0.022517903,0.030446693,0.017540414,0.022528084,0.017300412,0.02102803,0.02594455,0.023730187,0.024615403,0.020746121,0.0239204,0.026717378,0.029640825,0.018790841,0.017343264,0.016631028,0.017091218,0.029649485,0.024791678,0.022927744,0.027487695,0.025198132,0.033309214,0.02801159,0.02572136,0.030781575,0.030247325,0.023571052,0.025858928,0.03456161
na,0.02181123,0.022232216,0.02547905,0.025354998,0.023887418,0.014293818,0.022649955,0.020638512,0.024341969,0.01923759,0.020575173,0.024408074,0.03290289,0.020070318,0.018208157,0.027616652,0.034238502,0.019939655,0.024189783,0.022594541,0.022027995,0.020510219,0.02902033,0.023773758,0.03145211,0.018876633,0.01789042,0.017121186,0.031645674,0.018939672,0.022944171,0.024035312,0.02719123,0.02656253,0.027419604,0.02046432,0.027009303,0.028018938,0.020989869,0.030461911,0.022576923,0.026397431
ng,0.020584976,0.022462415,0.025453858,0.01720947,0.025326047,0.022024682,0.020771153,0.01983198,0.026217101,0.025222998,0.023580853,0.03567091,0.025753783,0.022594268,0.018946566,0.026504697,0.031889357,0.01724412,0.02008568,0.016897602,0.017533958,0.018900473,0.027566353,0.024250325,0.015764046,0.030269083,0.03650279,0.01716898,0.014502653,0.02793771,0.023358593,0.030279852,0.019418903,0.024440195,0.02922941,0.022311574,0.030706061,0.02416831,0.025145954,0.028445425,0.019863363,0.02796348
nn,0.02058189,0.021910222,0.021029405,0.027646296,0.014970074,0.020305414,0.019873798,0.023036774,0.0118504325,0.02200193,0.029987399,0.02838664,0.028385041,0.0160759,0.027218815,0.029795265,0.03683235,0.018639177,0.021608261,0.024996381,0.015284554,0.024593165,0.020707067,0.017693063,0.015924182,0.028327636,0.035580296,0.024637703,0.016646627,0.019233251,0.029574817,0.030964745,0.02840086,0.023142409,0.030368375,0.02155669,0.025643889,0.029422903,0.022967942,0.024486745,0.024167694,0.025544107
no,0.026297057,0.02182715,0.020615477,0.025644248,0.020055795,0.024091002,0.023920486,0.026324978,0.02099903,0.028235253,0.022115001,0.031926498,0.022293957,0.024190966,0.016456265,0.020685446,0.018728018,0.02203121,0.03046895,0.020898502,0.024464337,0.022424856,0.025621137,0.025944537,0.018051753,0.018946357,0.028136637,0.028592087,0.025127897,0.019003844,0.029982565,0.027109552,0.025221134,0.028730962,0.018713674,0.030215373,0.018742973,0.022000067,0.024714515,0.02662998,0.022195397,0.021625072
ny,0.020737767,0.023403684,0.017026592,0.020347668,0.02238109,0.016217172,0.014555708,0.020874491,0.030326467,0.028051604,0.018401876,0.034571946,0.024497261,0.025233198,0.019331476,0.027291927,0.027893199,0.016106293,0.02488478,0.02035267,0.018365601,0.02432011,0.016585808,0.021127492,0.030244527,0.019410923,0.024322147,0.024818456,0.030736348,0.023255024,0.022611,0.023943245,0.02935094,0.024156805,0.0343357,0.025573637,0.030520855,0.032440238,0.024618238,0.02821386,0.020601593,0.017960517
oo_co_cc,0.019482663,0.02500714,0.023050256,0.025507592,0.019933514,0.023768017,0.02795746,0.021809282,0.02161348,0.019048797,0.02418264,0.026863238,0.028619744,0.023286827,0.028127622,0.021022106,0.019324284,0.030621462,0.022316538,0.015431862,0.030355519,0.019527767,0.01786792,0.021494878,0.01833728,0.023305245,0.027205586,0.022665383,0.019692158,0.026486043,0.025589995,0.024152221,0.022130635,0.022721121,0.028049363,0.031812448,0.019695293,0.02656885,0.023625474,0.021175012,0.029883217,0.030683924
qh,0.028840298,0.024038527,0.020822765,0.01588999,0.021581354,0.03297069,0.02507351,0.022450792,0.026366428,0.017271638,0.02574862,0.025486346,0.020052625,0.01935256,0.02679709,0.027524112,0.023014376,0.023754539,0.024245098,0.028963104,0.024099108,0.030922111,0.0318102,0.029229723,0.010587453,0.02709772,0.025748227,0.025624998,0.014047769,0.028254816,0.034245003,0.016733987,0.021435995,0.028233018,0.018473735,0.01711207,0.020254418,0.023231385,0.026922522,0.020443317,0.018544545,0.026703348
qo,0.028956896,0.021328267,0.022588901,0.036646407,0.019480843,0.027069837,0.021224186,0.017750239,0.021896452,0.029484095,0.034631524,0.022558305,0.012922425,0.01966804,0.023132147,0.027101215,0.017140383,0.021753263,0.030612687,0.026020553,0.03258447,0.023224793,0.021216577,0.030306777,0.018505272,0.022436462,0.021321194,0.020134147,0.016157007,0.021279613,0.024123056,0.027344182,0.023365365,0.031098934,0.020656383,0.030720847,0.023357913,0.021032615,0.022137526,0.01829797,0.029113477,0.019618973
qrr,0.02194492,0.0281372,0.026054602,0.021997115,0.02634576,0.014562101,0.029853785,0.020306392,0.01682702,0.022961207,0.0212213,0.01908765,0.019962464,0.03077847,0.026297094,0.017924806,0.023997635,0.02838783,0.027326612,0.023912182,0.025287094,0.028648682,0.028500201,0.01921123,0.022469668,0.02586162,0.028892038,0.021321524,0.023388121,0.01939506,0.017198125,0.023085173,0.025852917,0.023384893,0.022447094,0.03113208,0.025053635,0.02600927,0.023448987,0.024850886,0.019284595,0.027391076
qw,0.022712652,0.02076405,0.022890167,0.031808745,0.01682394,0.02057383,0.028163187,0.024193222,0.023722777,0.029283049,0.02349255,0.017887553,0.031184845,0.019410914,0.025139084,0.020595577,0.024301315,0.029034648,0.024600664,0.023066089,0.023030793,0.017031966,0.027030831,0.02688469,0.016111992,0.017909197,0.01691132,0.023924889,0.018674353,0.022402883,0.02243293,0.020438213,0.034091167,0.024570847,0.03178579,0.028002303,0.024660358,0.028832082,0.025866216,0.025294872,0.012905134,0.03155852
qw^d,0.028179293,0.01973586,0.027791582,0.022892376,0.02299689,0.02315119,0.021553874,0.027601788,0.02296102,0.020020619,0.022572901,0.022324866,0.020512342,0.025484597,0.02270361,0.023796549,0.024594301,0.02083298,0.028561475,0.029184313,0.018366758,0.026640859,0.020255025,0.030971073,0.02411922,0.02726428,0.01754986,0.026687222,0.019845592,0.023458587,0.022042958,0.019554002,0.026994785,0.016557701,0.024670055,0.024270587,0.033159487,0.03040794,0.018977877,0.025332725,0.020031838,0.02538909
qy,0.02419494,0.026344994,0.02285752,0.02805278,0.0190418,0.017669482,0.02228104,0.016852532,0.017244767,0.033561178,0.016244106,0.02012485,0.021840585,0.018550808,0.023118965,0.02079353,0.019152299,0.026133532,0.021266066,0.016152931,0.022487342,0.020568332,0.017959422,0.027259028,0.02929022,0.03574311,0.035541423,0.03920645,0.029017651,0.022086369,0.025484566,0.023154268,0.031754907,0.026511883,0.016755043,0.024638532,0.026678085,0.019356668,0.022955492,0.027566392,0.019146943,0.025359249
qy^d,0.020076256,0.025819795,0.02670859,0.025308806,0.016295923,0.012427967,0.02951279,0.019586798,0.017028239,0.03647368,0.014404532,0.013821731,0.0137556,0.024151249,0.015918776,0.01405971,0.017263032,0.02826319,0.023773292,0.01543368,0.017845204,0.023234652,0.021597466,0.02469437,0.04018747,0.033163544,0.03730396,0.038934626,0.051462654,0.028013641,0.012881624,0.02766425,0.026380947,0.021119375,0.02478529,0.023712954,0.03752473,0.015895255,0.018354837,0.026313527,0.021785365,0.017060667
sd,0.024115501,0.023437874,0.030385988,0.02325772,0.021444997,0.015923286,0.02393743,0.020776449,0.026748035,0.02112445,0.031222489,0.030165628,0.027089735,0.025433816,0.02961897,0.02870101,0.032868735,0.025912762,0.023680864,0.014112808,0.019472698,0.01906761,0.018108549,0.028189467,0.016190555,0.018263146,0.02352705,0.016965339,0.015940646,0.027835501,0.021517655,0.024062485,0.018782016,0.022580018,0.022596907,0.026279433,0.02577199,0.040047195,0.01628215,0.024740402,0.026192505,0.0276283
sv,0.024217067,0.02287597,0.033186883,0.021855269,0.018594751,0.03300776,0.029251948,0.021555904,0.037698712,0.024376472,0.023362078,0.021013247,0.02430088,0.030784303,0.019967338,0.030124396,0.018430956,0.036638904,0.02300692,0.017002251,0.023411492,0.025282409,0.02636788,0.025267532,0.01335738,0.01745764,0.014938079,0.014292885,0.014281017,0.018768126,0.025220718,0.031026222,0.015993522,0.021471145,0.024804253,0.030062104,0.02188476,0.017329847,0.03371979,0.02196347,0.019975265,0.031872574
t1,0.02254517,0.02205255,0.029692963,0.030994844,0.019322831,0.0148676,0.02942545,0.025357513,0.028823394,0.024829855,0.02551836,0.024650747,0.018229233,0.023178428,0.025474792,0.024907218,0.024308644,0.019464612,0.025148772,0.026151808,0.02394348,0.026845394,0.02838921,0.026023941,0.0196703,0.025395533,0.019487508,0.019080838,0.018569272,0.028059188,0.026990319,0.02596749,0.019746596,0.019884752,0.027492067,0.023934923,0.019291112,0.020239482,0.019085912,0.02284468,0.024709348,0.029403793
t3,0.030841952,0.02987447,0.032284666,0.020575227,0.020472752,0.01586458,0.021359328,0.018086215,0.026587976,0.030020548,0.018491974,0.020020751,0.013119353,0.02001846,0.024959002,0.02470448,0.021852393,0.022391535,0.03475817,0.021975124,0.020680262,0.031920116,0.021116953,0.029162105,0.02550586,0.019191746,0.025581876,0.019344183,0.01341681,0.016771717,0.03053258,0.02133684,0.021933768,0.019891907,0.030980548,0.024112096,0.030207075,0.019647479,0.021043157,0.022036348,0.042154342,0.025173277
x,0.028281882,0.026729701,0.024582988,0.025362609,0.031133221,0.020670788,0.02590819,0.024677766,0.024241699,0.019492885,0.023818634,0.012585334,0.022199895,0.026669074,0.027011158,0.02090853,0.021363677,0.025979057,0.020386271,0.022921836,0.024161143,0.024941476,0.01936963,0.020897657,0.023510879,0.024888875,0.020592192,0.023855854,0.020498395,0.02028812,0.023018947,0.026420904,0.029423997,0.030559074,0.027369091,0.020437337,0.02230876,0.022280838,0.027118977,0.022973297,0.020970276,0.02918908
