,%,^2,^g,^h,^q,aa,aap_am,ad,ar,arp_nd,b,b^m,ba,bd,bf,bh,bk,br,fa,fc,"fo_o_fw_""_by_bc",fp,ft,h,na,ng,nn,no,ny,oo_co_cc,qh,qo,qrr,qw,qw^d,qy,qy^d,sd,sv,t1,t3,x
bd,0.019034952,0.021243865,-0.001335071,-0.030582389,0.019787498,-0.031090464,0.025782602,0.0023868438,0.036467396,0.013255496,0.007350206,-0.035602115,-0.024512233,0.007254565,-0.052704144,0.007970636,0.0027133725,-0.034735374,0.027434118,-0.028654112,0.0035816906,0.01581074,0.012807262,-0.051610474,0.01621951,-0.04362216,-0.0752104,-0.017184686,-0.054722432,0.019145267,0.017190333,0.007925974,-0.010073565,-0.024996364,-0.045949943,0.008863122,-0.021212876,-0.03221308,0.03036361,-0.04435838,0.006094402,-0.010946339
bf,-0.018369686,0.0046646902,0.0031871542,-0.005688058,-0.011277768,0.07088123,0.037948903,-0.020718917,0.029470876,-0.014048425,-0.06408859,0.022708636,-0.026397455,-0.002072248,0.06118688,-0.05034822,-0.03325962,0.023815064,-0.003014799,-0.053053886,-0.027346278,-0.022332089,-0.01142012,-0.06942427,-0.055919494,-0.0012142609,-0.032559212,-0.0035072167,-0.042782903,-0.01963826,0.005044137,0.012127692,0.010053271,-0.020171149,-0.024871415,0.00550236,-0.022046626,-0.006406529,-0.022938162,-0.01845706,-0.00759501,-0.0024414589
bh,0.0070116064,0.0067928834,-0.05079295,-0.011803983,-0.00821009,-0.027865626,0.026274642,-0.02137416,0.0243308,-0.02166387,-0.0486434,-0.036127295,0.005112906,-0.017608697,-0.019794386,-0.0021268257,-0.017705088,-0.074702114,-0.027889635,-0.015912183,-0.0348177,-0.03621061,-0.034661714,-0.0012475267,-0.043202765,-0.057732105,0.00865825,-0.04373191,0.044650987,0.019139012,-0.0012757422,0.019349586,-0.025036855,0.017338827,0.016190512,-0.010330944,-0.009433723,-0.028547294,-0.011432359,-0.026723562,-0.028966818,0.009578012
bk,-0.016211824,-0.034542676,-0.04328019,-0.037185155,-0.018865813,-0.042777356,0.014918256,-0.0052842135,-0.04944612,-0.016782532,-0.021542363,-0.02677841,0.0075476216,-0.040963,0.034477588,-0.028999701,0.044411253,-0.019320898,-0.009965012,-0.06628247,0.0041345493,-0.021163266,0.0036638018,-0.027232924,0.0010323098,-0.037974592,0.0026374697,0.008933245,-0.043807555,-0.009453686,-0.0057640593,0.042857252,-0.010137873,-0.006532784,-0.00993449,-0.023252694,0.008773747,-0.03482435,-0.014749864,0.0051535927,-0.08883566,0.009567796
br,0.009547288,-0.01465279,-0.04503791,-0.04972938,-0.06061753,0.06880139,-0.029992031,-0.024371358,0.017803412,-0.054434575,-0.019353952,-0.0009858712,-0.0471946,0.0069197756,-0.018080436,-0.06338184,-0.013742688,-0.045773037,0.029451083,-0.014035103,-0.0040159533,-0.017929524,0.025765581,-0.004358317,-0.0014066105,-0.006060933,-0.0040567447,-0.013068917,-0.034501057,-0.017904943,-0.047600027,0.008597744,0.013936157,-0.0056985486,-0.016751353,-0.0013013036,-0.016642455,-0.026099492,-0.011485436,-0.022999417,-0.039016075,-0.026897408
fa,0.011820133,-0.0081325695,-0.015601385,5.3603402e-05,-0.028085003,0.0013299532,-0.016932545,0.02579852,0.012310306,-0.025661776,-0.028480591,0.025583364,-0.095865026,0.01438589,-0.0066147684,-0.002625477,0.03311602,0.036385603,-0.055556674,-0.04763647,0.009615319,0.0047802166,-0.0055317036,-0.00475489,0.028203715,0.00947478,0.007413985,0.011519822,-0.08466665,-0.027947802,-0.049143523,0.010857726,-0.010259403,-0.009015085,-0.004809266,-0.037659183,-0.059647806,-0.019224979,-0.046242796,-0.031043535,-0.005677765,-0.030534333
fc,-0.0016355704,-0.029905587,-0.012239092,-0.022597736,-0.04208582,-0.045836795,-0.018193193,-0.012027485,-0.024440521,-0.014285576,-0.03407403,-0.015273626,-0.0363749,-0.013502891,-0.013215859,-0.013716638,-0.018231822,-0.00835278,-0.015785318,0.04210804,-0.030195057,-0.024283765,-0.01442953,-0.032876257,-0.04067982,-0.034581877,-0.05221726,-0.014984095,-0.021649662,-0.032370374,-0.013207322,0.001667485,-0.022508992,-0.010436822,0.014604035,-0.03805077,-0.03133677,-0.049708173,-0.023768226,-0.025969084,-0.024139024,-0.012452248
"fo_o_fw_""_by_bc",0.014632654,-0.026150923,-0.041982107,0.028363314,-0.072542116,0.020951362,-0.0029566737,0.013517951,-0.011215414,-0.05668834,0.031244984,0.030306714,-0.009988844,-0.004368249,-0.0123088565,-0.06624405,-0.057565622,-0.005239142,0.00831492,-0.0036554302,0.034523476,0.016713204,0.028090116,-0.012886813,-0.018287187,-0.034566633,-0.02639436,0.006913665,0.0058245426,-0.012451591,-0.019142358,0.02107646,-0.032795586,0.02451566,-0.041726723,0.0045590647,-0.042745277,0.021995906,-0.011083531,-0.03345804,-0.031689018,-0.00032311975
fp,-0.00041665937,0.008871087,-0.024771811,-0.0069142743,0.0073734354,-0.04006933,0.031157056,0.03635943,-0.0294846,0.0043072063,0.04704517,-0.04173639,-0.017704498,-0.023317559,0.019115929,-0.0070468076,0.026179556,0.0265762,-0.053258166,-0.049099408,-0.008925984,0.018811448,0.016167864,0.00429724,-0.011581872,-0.008936892,-0.058186848,0.018503543,-0.007082687,0.00273974,-0.020791685,0.026697233,-0.0342418,-0.002728557,0.019774882,0.014043144,-0.05026029,-0.041163735,0.00899811,-0.02106461,-0.05446103,-0.049736228
ft,-0.02526423,0.031806983,0.020913456,0.012098756,-0.0020615985,-0.0025634957,-0.055275805,0.018260382,0.007170217,-0.016698962,0.014249942,0.028119253,-0.035350233,0.05534571,0.038354456,-0.062697895,0.023129571,-0.006099001,-0.0009324825,0.014315525,0.061158527,-0.06857469,0.012288302,0.022744494,-0.0012447496,-0.02245571,0.005709302,0.006332373,-0.051970165,0.016703807,0.036455497,0.00018709611,0.006282859,-0.0038510596,0.00692796,0.026554065,0.0199777,-0.002500611,-0.04245651,-0.025293285,0.055100124,0.03452318
h,-0.008494069,-0.07414814,-0.001088337,0.03472955,-0.060309257,-0.0193548,-0.05699721,-0.026420902,-0.019159859,-0.03649373,-0.013074642,-0.011576132,-0.016959395,0.021340696,-0.04867481,-0.016902026,-0.050423995,-0.02565047,0.001024814,-0.010301885,-0.0056519746,-0.027364092,-0.009288251,0.0047514825,0.017934987,-0.039931998,-0.050109882,-0.05543394,-0.05196855,0.017972073,-0.00474602,-0.014669379,0.008360279,-0.0026813957,0.032749034,0.010757301,-7.209722e-05,0.022729518,0.020506592,-0.011156164,0.0006051218,0.03743512
na,-0.019908665,-0.017100299,0.0029245685,0.0022075726,-0.0065513044,-0.08198919,-0.014365628,-0.028027376,-0.0037821892,-0.038353547,-0.028478907,-0.003383811,0.040488016,-0.032128435,-0.046432633,0.014759352,0.0463333,-0.033087924,-0.0047035185,-0.014725469,-0.01845592,-0.02894342,0.022042416,-0.0072519765,0.03386355,-0.041136075,-0.04901879,-0.055474907,0.03476484,-0.0406463,-0.012469699,-0.0056446027,0.012478764,0.009042308,0.013707419,-0.029272523,0.011492606,0.016883822,-0.025547536,0.029164296,-0.014840078,0.008126392
ng,-0.027072618,-0.016114209,-0.00041727192,-0.049559124,-0.001049308,-0.018585054,-0.025942182,-0.031751394,0.0032921068,-0.0015612035,-0.010013455,0.041952405,0.0010534761,-0.015379396,-0.03748571,0.004661852,0.027882684,-0.049306586,-0.03015545,-0.051855206,-0.047213882,-0.037791524,0.009592769,-0.0064986665,-0.060573533,0.021335727,0.044846762,-0.04985484,-0.071044564,0.011272842,-0.011202478,0.021380385,-0.03439408,-0.0055194674,0.016947517,-0.01696019,0.023135306,-0.006924007,-0.0019452762,0.0135340085,-0.031552877,0.011388597
nn,-0.028520046,-0.02179742,-0.026207918,0.0031981752,-0.06274048,-0.029973745,-0.032283213,-0.016408041,-0.087859705,-0.021348467,0.01193556,0.0060387985,0.0060327444,-0.055079818,0.0015231268,0.0112446435,0.034035493,-0.039177254,-0.023289124,-0.007632597,-0.06050579,-0.009380667,-0.027868276,-0.04477673,-0.056099094,0.0058151362,0.030317996,-0.009186172,-0.05132989,-0.03580475,0.010446392,0.015383014,0.006092653,-0.015916277,0.013292571,-0.023545973,-0.004883632,0.009892852,-0.016729683,-0.009846812,-0.011256568,-0.0053026923
no,0.008648371,-0.022749944,-0.03237538,0.0044118483,-0.037014097,-0.00611833,-0.0073154625,0.008827252,-0.029268585,0.020633582,-0.020541877,0.041340534,-0.019183574,-0.0054204767,-0.07035217,-0.031804353,-0.04855825,-0.021181656,0.03346527,-0.030077333,-0.0035266387,-0.018196937,0.00425987,0.0063738674,-0.05475665,-0.04660479,0.020043906,0.022750141,0.0009837289,-0.046094205,0.030753203,0.013776737,0.0016079145,0.023566764,-0.048687395,0.032056767,-0.048423752,-0.021420058,-0.0018119013,0.010768675,-0.01993031,-0.024317522
ny,-0.026801046,-0.011977685,-0.050969683,-0.02912871,-0.017453788,-0.056939557,-0.070188,-0.025995614,0.019783873,0.010226396,-0.04144881,0.03584336,-0.0063800937,-0.002752111,-0.035408225,0.006861206,0.009532289,-0.057780504,-0.0044563385,-0.029098576,-0.041690663,-0.0072696856,-0.05418459,-0.024518944,0.019452251,-0.034905545,-0.0072594355,-0.0047834734,0.021429423,-0.012758712,-0.016201116,-0.009183928,0.015776258,-0.008095505,0.035002913,-0.0011094476,0.02056703,0.028042587,-0.0057762885,0.010933326,-0.027608575,-0.044424452
oo_co_cc,-0.038100313,0.002747919,-0.010585454,0.005990234,-0.03435688,-0.0055678897,0.020996487,-0.01964102,-0.021116698,-0.041785475,-0.0027380416,0.0144635,0.024827564,-0.008914625,0.02198941,-0.02565628,-0.039435957,0.035889715,-0.015878735,-0.07624115,0.034462385,-0.03772193,-0.052257385,-0.022017088,-0.04801455,-0.008785255,0.01653563,-0.013340715,-0.036350224,0.012149602,0.006518019,-0.0029439721,-0.017247543,-0.012938782,0.021533502,0.042133294,-0.036324173,0.012660396,-0.0065521635,-0.024470406,0.031896446,0.03622317
qh,0.017120376,-0.00638057,-0.024912724,-0.059800763,-0.020295145,0.034392346,-0.0009408356,-0.015198418,0.0055474364,-0.049041536,0.0024877463,0.0011665785,-0.029775975,-0.034361616,0.007638187,0.011092573,-0.011998991,-0.007914155,-0.005276389,0.017668698,-0.0060557714,0.026114473,0.029768428,0.018851204,-0.11219518,0.009077851,0.0024857644,0.0018666891,-0.075702295,0.01447374,0.03928589,-0.053122416,-0.021167275,0.014374156,-0.040358886,-0.050239295,-0.028483864,-0.01078789,0.008240805,-0.027285943,-0.0398652,0.0071859695
qo,0.014468961,-0.021651894,-0.014868272,0.042289145,-0.032354556,0.0065084724,-0.022229759,-0.043344405,-0.018546125,0.016600301,0.03560883,-0.015028381,-0.0808426,-0.03122484,-0.0120610045,0.006645334,-0.04747435,-0.019321147,0.02103765,0.001838444,0.028411407,-0.011588826,-0.022272123,0.01985128,-0.038423534,-0.015668163,-0.021691056,-0.028458005,-0.054453835,-0.021921657,-0.007106101,0.0076996475,-0.010875981,0.022899248,-0.025433056,0.021454275,-0.010913683,-0.023300825,-0.017252639,-0.039754316,0.015106025,-0.031519905
qrr,-0.0172547,0.024469372,0.011560842,-0.016855938,0.013426329,-0.08609849,0.03441022,-0.03028106,-0.061831288,-0.009655358,-0.022883262,-0.04067096,-0.033148523,0.03953074,0.013115952,-0.051222313,-0.0022442432,0.025958017,0.019562414,-0.0028430694,0.0065416326,0.02749347,0.026621178,-0.039587628,-0.013287944,0.010312901,0.028913384,-0.022092348,-0.006562905,-0.037988983,-0.05816939,-0.008751514,0.010256359,-0.0065860776,-0.013456686,0.041448344,0.0049846387,0.01126855,-0.0061266306,0.0036206585,-0.03894779,0.019957962
qw,-0.01742552,-0.028842935,-0.016434567,0.025446799,-0.055626463,-0.03001437,0.00995286,-0.009387372,-0.011886858,0.01491612,-0.013128177,-0.04782358,0.022925407,-0.037420437,-0.004505792,-0.029879915,-0.008819941,0.013831788,-0.0072615794,-0.015460046,-0.015654968,-0.054062244,0.004729359,0.0040393113,-0.061130185,-0.047669634,-0.05496708,-0.010807013,-0.042344406,-0.019173473,-0.019002847,-0.030856175,0.03426736,-0.0074159335,0.025354922,0.00922363,-0.0069530834,0.012940655,-0.0008763701,-0.0037194337,-0.08937981,0.024441563
qw^d,0.03697394,-0.028200205,0.03443869,-0.0010496625,-0.00021611046,0.0010076154,-0.01207486,0.03318467,-0.0005017624,-0.02557872,-0.0036214446,-0.005643361,-0.02113846,0.018580392,-0.0025648442,0.0060389866,0.012073174,-0.018300097,0.03943915,0.04338688,-0.04135668,0.02670028,-0.023448579,0.054260906,0.008503693,0.030933259,-0.049682368,0.02701849,-0.027185531,0.0034214212,-0.007968866,-0.029894251,0.029115414,-0.060331758,0.012635932,0.009648549,0.06675501,0.050902937,-0.03536695,0.017486598,-0.025476184,0.017893339
qy,-0.0039313007,0.006404753,-0.010834969,0.014030329,-0.033009395,-0.042090394,-0.0139362365,-0.047837634,-0.04504428,0.035796642,-0.052301932,-0.026293222,-0.016360277,-0.036180966,-0.009454193,-0.022324823,-0.032306883,0.0054263365,-0.019596685,-0.052985273,-0.012817276,-0.023646858,-0.040114418,0.010545554,0.01927102,0.043443855,0.04275685,0.054672115,0.018135935,-0.015001644,0.0023733664,-0.009268917,0.029080017,0.007171419,-0.04854202,-0.0017255532,0.00793016,-0.031018259,-0.010315703,0.011906844,-0.032340832,0.001774875
qy^d,-0.018457131,0.0019448634,0.004689187,0.00032400657,-0.035373908,-0.057345927,0.012784865,-0.020458544,-0.03180942,0.0299566,-0.04537786,-0.04872686,-0.04911578,-0.0034722288,-0.037272602,-0.047342606,-0.030698983,0.0092767365,-0.0047512534,-0.039782062,-0.028009513,-0.0066096215,-0.012534619,-0.0016689042,0.03781924,0.02224194,0.031781774,0.03525108,0.05787235,0.008557581,-0.054438718,0.0075398823,0.003688294,-0.014349775,-0.0013709096,-0.004957332,0.032260247,-0.037392512,-0.02572622,0.003480794,-0.011832197,-0.03165514
sd,-0.009691121,-0.013186207,0.018651595,-0.014132446,-0.024083233,-0.060590804,-0.010599989,-0.027967013,0.0030139324,-0.025930023,0.021981807,0.017759057,0.0045705684,-0.0031642504,0.015516401,0.011655727,0.028282873,-0.0008764824,-0.011921419,-0.075392,-0.035914164,-0.038492087,-0.04482057,0.0094503835,-0.0585496,-0.043778084,-0.012720531,-0.052817363,-0.06045716,0.007900838,-0.023668427,-0.009961024,-0.040342707,-0.017758783,-0.017667083,0.0008465534,-0.0015445113,0.05250649,-0.057857797,-0.0065539363,0.00044025987,0.006984593
sv,-0.010114495,-0.015427998,0.019273803,-0.01968518,-0.034753732,0.018769043,0.0075026527,-0.020971566,0.031162724,-0.009502579,-0.013466856,-0.023349572,-0.009792253,0.012264777,-0.028111355,0.01024372,-0.035578936,0.02850318,-0.014895625,-0.0431043,-0.013269795,-0.00609921,-0.0021784632,-0.006154127,-0.06560758,-0.0406391,-0.055176128,-0.05929404,-0.0593715,-0.033888135,-0.006327078,0.012994852,-0.0488087,-0.021339033,-0.007880042,0.010050649,-0.019559408,-0.04132435,0.020759584,-0.019224579,-0.028074346,0.015504972
t1,-0.008146207,-0.011933385,0.039061833,0.04641776,-0.034585405,-0.07951589,0.037510447,0.012005276,0.033966716,0.008400538,0.0130892005,0.0071595353,-0.044572655,-0.003397607,0.0127962995,0.008933837,0.004763859,-0.03333218,0.01058831,0.017292522,0.0021692028,0.021779716,0.03136482,0.01645232,-0.031530198,0.012262112,-0.033130668,-0.036745813,-0.041404463,0.029360339,0.022702638,0.016080067,-0.030866584,-0.029671406,0.02586014,0.0021079388,-0.034867026,-0.026640305,-0.036700238,-0.00588386,0.007566531,0.037384234
t3,0.014290763,0.011107039,0.018857501,-0.026144467,-0.026643245,-0.052116387,-0.022408426,-0.039024375,-0.0005349297,0.011594289,-0.036808096,-0.02887338,-0.071096,-0.028884824,-0.006850578,-0.007874467,-0.020128682,-0.01769405,0.026231792,-0.019569233,-0.025635827,0.017723147,-0.02354843,0.008696222,-0.0046855533,-0.03309774,-0.00438829,-0.032307435,-0.06885639,-0.046561863,0.013283705,-0.022513645,-0.019757407,-0.029518327,0.014738649,-0.01029896,0.012213052,-0.0307534,-0.023898136,-0.019291313,0.045503333,-0.005996662
x,0.028933717,0.017876295,0.001475944,0.007592009,0.047750037,-0.03247884,0.011761267,0.0022297672,-0.0012626877,-0.043972295,-0.0047115893,-0.12967905,-0.018498706,0.017431471,0.019928219,-0.030238679,-0.026020119,0.012296363,-0.035193887,-0.01222965,-0.0019147331,0.0043119825,-0.045214903,-0.030340586,-0.007259223,0.0038984134,-0.033225108,-0.004405762,-0.03411946,-0.036139317,-0.011401482,0.015600022,0.03668893,0.044103716,0.022506986,-0.034703836,-0.017540453,-0.017785762,0.02070858,-0.011790369,-0.029661054,0.03511868
