,%,^2,^g,^h,^q,aa,aap_am,ad,ar,arp_nd,b,b^m,ba,bd,bf,bh,bk,br,fa,fc,"fo_o_fw_""_by_bc",fp,ft,h,na,ng,nn,no,ny,oo_co_cc,qh,qo,qrr,qw,qw^d,qy,qy^d,sd,sv,t1,t3,x
ba,0.20507911,-0.0878916,-0.040148888,0.16978832,-0.18149251,-0.14727297,-0.52984804,0.03366277,-0.19067526,-0.7392552,0.020894054,-0.4120335,0.13272098,-0.0012523131,-0.12856805,-0.04938968,-0.46718344,0.15770069,-0.18244842,-0.22114508,-0.024479656,-0.12164178,0.08178986,0.0980521,-0.23691052,-0.14846675,0.027625091,0.121446356,-0.40676454,-0.03229208,0.16415462,0.046905186,-0.06150566,0.13380162,0.17086686,-0.05610793,-0.022194538,0.06839551,-0.12688425,0.01380555,-0.375261,0.18725623
bd,0.116205245,0.12969029,-0.0081503885,-0.18670043,0.12079941,-0.18980215,0.15739854,0.014571288,0.22262745,0.08092261,0.044871796,-0.21734503,-0.14964314,0.044287924,-0.3217501,0.048659414,0.016564691,-0.21205373,0.16748077,-0.17492862,0.02186563,0.09652196,0.07818622,-0.31507343,0.099017434,-0.26630607,-0.4591471,-0.10490967,-0.33407143,0.116878696,0.10494415,0.048386764,-0.061497454,-0.15259868,-0.28051683,0.0541079,-0.1295011,-0.19665554,0.18536483,-0.2708006,0.03720532,-0.06682559
bf,-0.18230107,0.046292465,0.031629372,-0.056448385,-0.11192076,0.70342654,0.37660557,-0.2056149,0.29246947,-0.1394168,-0.63601625,0.22536089,-0.2619688,-0.020565024,0.60721964,-0.49965656,-0.330069,0.2363411,-0.029918917,-0.5265077,-0.27138492,-0.22162403,-0.11333346,-0.68896765,-0.554946,-0.0120503465,-0.32311818,-0.034805678,-0.42457825,-0.19489044,0.050058104,0.12035542,0.09976884,-0.20017882,-0.24682434,0.054605514,-0.21879108,-0.0635785,-0.2276387,-0.18316819,-0.07537301,-0.02422908
bh,0.05522026,0.0534977,-0.40002248,-0.09296287,-0.06465898,-0.21945715,0.20692727,-0.16833329,0.19161846,-0.17061491,-0.38309357,-0.28452235,0.04026695,-0.13867818,-0.15589169,-0.016749924,-0.13943732,-0.5883203,-0.21964625,-0.1253172,-0.27420855,-0.2851785,-0.2729801,-0.0098249605,-0.34024557,-0.45467213,0.06818849,-0.34441286,0.3516511,0.15073027,-0.010047172,0.15238865,-0.19717902,0.13655281,0.1275092,-0.081361875,-0.07429577,-0.22482567,-0.090036124,-0.21046276,-0.22812964,0.07543212
bk,-0.105331525,-0.22443078,-0.2812002,-0.24159952,-0.12257502,-0.27793318,0.09692694,-0.03433261,-0.3212615,-0.10903952,-0.13996512,-0.17398477,0.049038433,-0.26614496,0.2240079,-0.18841696,0.28854895,-0.12553181,-0.06474471,-0.4306507,0.026863007,-0.13750204,0.023804465,-0.17693785,0.006707127,-0.24672864,0.017136177,0.05804111,-0.2846266,-0.06142252,-0.037450265,0.27845228,-0.06586782,-0.042444825,-0.0645464,-0.15107748,0.057004817,-0.22626089,-0.09583287,0.03348394,-0.5771833,0.062163915
br,0.076194614,-0.1169404,-0.35943675,-0.39687827,-0.48377395,0.54908735,-0.2393592,-0.19450195,0.14208476,-0.4344293,-0.15445925,-0.007868001,-0.37664878,0.05522507,-0.14429562,-0.5058353,-0.1096771,-0.36530364,0.23504204,-0.11201079,-0.03205036,-0.14309123,0.20562892,-0.03478268,-0.0112258205,-0.048370853,-0.032375906,-0.104299895,-0.27534467,-0.14289506,-0.3798844,0.06861653,0.11122113,-0.04547875,-0.13368852,-0.010385392,-0.13281944,-0.20829378,-0.09166251,-0.18355283,-0.31137794,-0.21466176
fa,0.07228449,-0.049733672,-0.095408246,0.00032780465,-0.17175019,0.008133156,-0.10354878,0.1577675,0.075282075,-0.15693127,-0.17416936,0.15645175,-0.5862501,0.08797505,-0.040451758,-0.016055765,0.20251672,0.22251144,-0.33974963,-0.29131466,0.058801234,0.029232794,-0.033828415,-0.029077915,0.17247616,0.05794179,0.045339264,0.07044798,-0.5177679,-0.17091116,-0.30053085,0.066399015,-0.06274005,-0.055130582,-0.029410442,-0.23029986,-0.36476842,-0.11756787,-0.28279182,-0.18984272,-0.034721635,-0.18672875
fc,-0.017873956,-0.32681635,-0.13375211,-0.24695417,-0.4599252,-0.5009169,-0.19882013,-0.13143961,-0.26709262,-0.15611663,-0.3723702,-0.16691431,-0.39751473,-0.14756325,-0.14442648,-0.14989913,-0.19924228,-0.09128144,-0.17250621,0.46016806,-0.32997975,-0.26537955,-0.15768981,-0.35928062,-0.44456008,-0.3779201,-0.5706443,-0.16375023,-0.23659337,-0.3537522,-0.14433318,0.018222727,-0.24598435,-0.11405641,0.15959685,-0.4158291,-0.34245667,-0.54322433,-0.2597456,-0.28379717,-0.2637978,-0.13608153
"fo_o_fw_""_by_bc",0.1323912,-0.23660451,-0.3798396,0.25662145,-0.656336,0.18956068,-0.026750961,0.12230574,-0.10147319,-0.5128965,0.2826938,0.27420467,-0.09037561,-0.039522406,-0.11136628,-0.59935325,-0.52083385,-0.047401946,0.07523052,-0.033073068,0.31235647,0.15121529,0.25414965,-0.116595425,-0.16545615,-0.31274694,-0.23880704,0.06255245,0.05269845,-0.11265769,-0.17319342,0.19069251,-0.29672313,0.22180922,-0.37752897,0.041248843,-0.3867445,0.19901134,-0.10027996,-0.30271676,-0.28671128,-0.0029234758
fp,-0.0024645363,0.052472398,-0.14652504,-0.04089787,0.043613803,-0.23700973,0.1842937,0.21506569,-0.17440113,0.025477087,0.27827176,-0.24687037,-0.10472194,-0.13792315,0.11307055,-0.041681804,0.15485184,0.15719798,-0.31502157,-0.29042256,-0.052797113,0.11126954,0.09563277,0.025418136,-0.068506666,-0.052861635,-0.34417468,0.10944829,-0.04189403,0.016205538,-0.12298263,0.1579139,-0.20253994,-0.01613939,0.11696825,0.08306507,-0.29728916,-0.24348313,0.053223737,-0.12459697,-0.3221365,-0.29418933
ft,-0.12883753,0.16220295,0.1066503,0.06169884,-0.010513332,-0.013072808,-0.2818846,0.09312069,0.036565255,-0.085158065,0.07266904,0.143397,-0.18027213,0.2822411,0.19559246,-0.31973433,0.11795162,-0.03110248,-0.0047552898,0.073003486,0.31188416,-0.34970364,0.062665455,0.115987875,-0.006347728,-0.11451519,0.02911517,0.032292582,-0.26502717,0.08518277,0.18590854,0.00095411576,0.032040082,-0.019638872,0.03532984,0.13541517,0.10187832,-0.012752121,-0.21651132,-0.12898569,0.28098872,0.1760545
h,-0.06690265,-0.58402014,-0.008572173,0.27354372,-0.4750196,-0.15244608,-0.44893262,-0.2081015,-0.15091065,-0.28743908,-0.10298106,-0.0911782,-0.13357891,0.16808778,-0.38338208,-0.13312705,-0.39715937,-0.20203327,0.008071841,-0.08114173,-0.04451719,-0.21553043,-0.07315795,0.037424557,0.14126307,-0.31452024,-0.39468527,-0.43661967,-0.40932488,0.14155516,-0.037381534,-0.115541846,0.065848865,-0.021119734,0.25794438,0.08472876,-0.00056786626,0.1790267,0.16151805,-0.08787037,0.004766179,0.29485384
na,-0.13552327,-0.11640603,0.019908272,0.015027501,-0.044596374,-0.558121,-0.097790435,-0.19078939,-0.025746312,-0.26108223,-0.19386306,-0.023034452,0.2756121,-0.21870631,-0.31607857,0.10047062,0.31540242,-0.2252378,-0.032018032,-0.10023996,-0.12563409,-0.19702512,0.15004826,-0.049366023,0.23051767,-0.28002357,-0.3336832,-0.3776316,0.236653,-0.27668956,-0.08488437,-0.038424227,0.08494608,0.06155326,0.09330984,-0.1992654,0.078233056,0.11493241,-0.17390849,0.19852868,-0.101020135,0.055318393
ng,-0.2156294,-0.12834729,-0.0033235091,-0.3947311,-0.008357584,-0.14802721,-0.20662566,-0.25289518,0.026221145,-0.012434755,-0.079755686,0.3341447,0.0083907815,-0.12249462,-0.29856816,0.037130963,0.22208147,-0.3927197,-0.24018371,-0.41301906,-0.3760516,-0.3010039,0.07640499,-0.05176092,-0.48245925,0.16993591,0.35719785,-0.39708644,-0.56585944,0.08978652,-0.08922608,0.17029162,-0.27394378,-0.04396174,0.13498448,-0.13508542,0.1842693,-0.055148695,-0.015493837,0.10779638,-0.251314,0.090708494
nn,-0.26532695,-0.2027852,-0.24381682,0.02975318,-0.58368564,-0.27885097,-0.30033633,-0.15264685,-0.8173741,-0.1986085,0.111038595,0.056179993,0.05612367,-0.51241714,0.014169914,0.104610875,0.3166381,-0.3644728,-0.21666276,-0.07100738,-0.5628959,-0.08726998,-0.25926343,-0.41656572,-0.52189964,0.054099225,0.2820536,-0.08546056,-0.4775309,-0.33309782,0.0971846,0.14311086,0.05668101,-0.14807189,0.1236631,-0.21905228,-0.04543328,0.09203492,-0.15563914,-0.09160661,-0.104721814,-0.04933187
no,0.051315207,-0.13498704,-0.19209966,0.026177749,-0.21962355,-0.036303177,-0.043406375,0.052376598,-0.17366546,0.12242958,-0.12188545,0.2452945,-0.11382594,-0.032162458,-0.41743535,-0.18871146,-0.2881209,-0.12568158,0.19856654,-0.17846417,-0.020925349,-0.10797172,0.025275985,0.03781941,-0.32489917,-0.27653003,0.11893073,0.1349882,0.005836966,-0.27350047,0.18247446,0.08174442,0.009540577,0.13983364,-0.28888717,0.19020918,-0.28732285,-0.12709615,-0.010750936,0.06389605,-0.11825672,-0.14428827
ny,-0.21865697,-0.09772022,-0.41583735,-0.23764727,-0.14239714,-0.46454272,-0.57263047,-0.21208583,0.16140719,0.083432294,-0.33816108,0.2924289,-0.052052144,-0.022453163,-0.28887883,0.05597731,0.0777694,-0.4714036,-0.036357142,-0.23740141,-0.34013426,-0.0593099,-0.44206625,-0.20003839,0.15870166,-0.2847777,-0.059226274,-0.03902608,0.17483245,-0.104092255,-0.13217719,-0.07492729,0.12871097,-0.06604736,0.28557208,-0.009051454,0.1677966,0.2287861,-0.047125984,0.0891998,-0.22524521,-0.36243793
oo_co_cc,-0.23284282,0.016793385,-0.06469099,0.03660818,-0.20996556,-0.0340271,0.12831604,-0.12003236,-0.12905069,-0.255364,-0.01673302,0.08839093,0.15172894,-0.05448004,0.13438411,-0.15679348,-0.24100536,0.21933317,-0.09703987,-0.46593332,0.21061032,-0.2305304,-0.3193611,-0.13455325,-0.29343182,-0.053689416,0.10105436,-0.081529245,-0.2221475,0.07424998,0.039833635,-0.017991526,-0.105405085,-0.07907291,0.1315979,0.25748962,-0.22198829,0.077371605,-0.040042304,-0.14954624,0.19492906,0.22137102
qh,0.13267078,-0.049444895,-0.19305594,-0.4634135,-0.15727298,0.2665163,-0.007290809,-0.11777696,0.0429887,-0.38003713,0.01927827,0.009040156,-0.2307427,-0.26627815,0.059190534,0.085959576,-0.09298367,-0.06132909,-0.040888272,0.13691989,-0.046927933,0.20236865,0.2306842,0.14608346,-0.8694331,0.07034691,0.019262912,0.014465516,-0.5866391,0.11216122,0.3044378,-0.41166106,-0.16403137,0.11138951,-0.31275275,-0.3893189,-0.22072975,-0.0835985,0.063860394,-0.2114467,-0.30892703,0.05568617
qo,0.12248462,-0.18329056,-0.12586491,0.3579918,-0.2738922,0.055096403,-0.18818237,-0.36692494,-0.15699917,0.14052713,0.30144072,-0.12722029,-0.6843597,-0.26432875,-0.102100454,0.056254983,-0.4018863,-0.16356,0.17809077,0.015563047,0.2405121,-0.0981033,-0.188541,0.16804776,-0.32526812,-0.13263626,-0.18362208,-0.24090657,-0.46097,-0.18557419,-0.060155533,0.0651801,-0.092068836,0.19384982,-0.21529937,0.18161765,-0.09238799,-0.19724931,-0.14604938,-0.33653364,0.12787758,-0.26682657
qrr,-0.102788925,0.14576784,0.068869725,-0.100413434,0.07998272,-0.512902,0.204987,-0.18038896,-0.36833856,-0.057518464,-0.13631913,-0.24228321,-0.19747089,0.23549074,0.078133754,-0.30513924,-0.013369303,0.15463592,0.11653633,-0.016936604,0.038969517,0.16378285,0.15858647,-0.23582964,-0.079158336,0.061435547,0.17224151,-0.13160753,-0.03909624,-0.22630626,-0.34652406,-0.052134126,0.06109872,-0.039234284,-0.08016356,0.2469142,0.029694263,0.067128494,-0.036497287,0.021568824,-0.23201801,0.11889267
qw,-0.13690065,-0.22659963,-0.12911539,0.19991846,-0.43701988,-0.2358028,0.07819296,-0.073750295,-0.09338709,0.117185965,-0.103139296,-0.37571785,0.18010958,-0.2939873,-0.035398994,-0.23474649,-0.069292374,0.1086671,-0.057049368,-0.12145923,-0.1229906,-0.42473084,0.037155405,0.031734165,-0.48025894,-0.3745084,-0.43183953,-0.08490346,-0.33267164,-0.15063314,-0.14929265,-0.2424163,0.2692157,-0.058262024,0.19919664,0.072463885,-0.05462572,0.10166606,-0.006885053,-0.0292211,-0.7021973,0.192021
qw^d,0.20204754,-0.15410265,0.18819343,-0.0057359785,-0.0011809558,0.005506208,-0.0659842,0.18134072,-0.0027419273,-0.1397773,-0.019789722,-0.030838672,-0.11551309,0.10153429,-0.014015831,0.033000607,0.06597499,-0.100002594,0.2155189,0.23709166,-0.22599743,0.14590618,-0.12813695,0.2965138,0.046469226,0.16903768,-0.27149394,0.14764506,-0.14855787,0.018696675,-0.043546613,-0.16335993,0.1591039,-0.32968852,0.06905023,0.0527254,0.36478898,0.27816385,-0.19326599,0.095557146,-0.13921699,0.09777982
qy,-0.032380875,0.05275391,-0.08924419,0.115563355,-0.2718879,-0.34668517,-0.114788346,-0.39402336,-0.3710154,0.29484555,-0.4307944,-0.2165689,-0.1347544,-0.2980111,-0.07787117,-0.18388246,-0.2661015,0.04469501,-0.16141166,-0.43642285,-0.10557182,-0.19477165,-0.3304097,0.08686037,0.15872926,0.3578332,0.35217458,0.45031682,0.14937992,-0.123563774,0.019548664,-0.07634512,0.23952284,0.0590687,-0.3998252,-0.014212833,0.065318204,-0.25548753,-0.084967166,0.09807289,-0.26638114,0.01461908
qy^d,-0.22761902,0.023984654,0.057828493,0.0039957487,-0.43624192,-0.7072076,0.15766689,-0.25230107,-0.39228353,0.369434,-0.55961376,-0.60091466,-0.6057109,-0.042820595,-0.45965722,-0.5838436,-0.3785893,0.114403576,-0.058593918,-0.49060464,-0.34542194,-0.081511885,-0.15458079,-0.020581441,0.4663985,0.27429447,0.39194262,0.4347272,0.71369964,0.105534725,-0.671355,0.09298415,0.045485176,-0.17696585,-0.01690648,-0.06113534,0.39784327,-0.46113595,-0.31726366,0.042926222,-0.1459183,-0.39038095
sd,-0.07902834,-0.10752977,0.15209845,-0.11524607,-0.19639191,-0.49410078,-0.0864399,-0.22806303,0.024577761,-0.21145196,0.17925538,0.14482005,0.037271686,-0.025803562,0.12653184,0.09504914,0.23063879,-0.0071474644,-0.09721578,-0.61480033,-0.29286978,-0.31389204,-0.365499,0.07706519,-0.47745535,-0.35699782,-0.10373231,-0.43071058,-0.49301094,0.06442908,-0.19300929,-0.081229314,-0.3289833,-0.14481783,-0.14407004,0.0069034025,-0.01259505,0.4281755,-0.4718139,-0.053445484,0.003590194,0.056957368
sv,-0.10844613,-0.16541673,0.20665088,-0.21106163,-0.37262443,0.20123892,0.08044234,-0.22485405,0.33412215,-0.10188527,-0.14438966,-0.25035068,-0.10499111,0.13150114,-0.30140582,0.10983167,-0.38147214,0.3056069,-0.15970871,-0.46215796,-0.1422768,-0.06539483,-0.023357162,-0.065983646,-0.7034348,-0.43572646,-0.59159034,-0.635742,-0.63657254,-0.36334363,-0.067838006,0.1393289,-0.5233197,-0.22879398,-0.08448865,0.107761584,-0.2097131,-0.44307363,0.22258122,-0.20612311,-0.30100903,0.16624203
t1,-0.047521055,-0.069613636,0.22786796,0.27077892,-0.20175464,-0.46385747,0.21881793,0.070033014,0.1981455,0.049004704,0.076356106,0.041765288,-0.26001546,-0.019820007,0.074647464,0.052115712,0.027790064,-0.19444391,0.06176711,0.100876264,0.012654087,0.1270524,0.18296729,0.09597493,-0.18393202,0.07153127,-0.1932684,-0.21435742,-0.24153374,0.17127411,0.13243628,0.09380338,-0.18006082,-0.17308873,0.15085563,0.012296702,-0.20339748,-0.15540674,-0.21409154,-0.03432361,0.04413951,0.21808167
t3,0.14306156,0.11119003,0.18877815,-0.2617263,-0.26671943,-0.52172524,-0.22432563,-0.3906641,-0.0053550587,0.11606778,-0.36847746,-0.28904483,-0.7117259,-0.2891594,-0.06857957,-0.0788295,-0.20150365,-0.1771311,0.26260048,-0.19590312,-0.2566344,0.17742237,-0.23573796,0.08705589,-0.046906006,-0.3313339,-0.04393017,-0.32342237,-0.6893056,-0.46612018,0.13298014,-0.22537896,-0.19778688,-0.29550123,0.14754525,-0.10310054,0.122262076,-0.30786526,-0.23923878,-0.19312093,0.4555235,-0.060031217
x,0.14770135,0.09125523,0.007534425,0.038755823,0.24375525,-0.16579856,0.060039125,0.011382556,-0.006445791,-0.22447056,-0.024051806,-0.66198796,-0.094432525,0.08898449,0.10172993,-0.15436295,-0.13282797,0.062770694,-0.17965838,-0.062430136,-0.009774364,0.022011885,-0.23081385,-0.15488316,-0.037057012,0.01990069,-0.16960812,-0.022490613,-0.17417362,-0.18448463,-0.05820249,0.07963527,0.18729031,0.22514144,0.11489406,-0.17715676,-0.08954082,-0.09079307,0.105713524,-0.060187686,-0.15141428,0.17927447
