,%,^2,^g,^h,^q,aa,aap_am,ad,ar,arp_nd,b,b^m,ba,bd,bf,bh,bk,br,fa,fc,"fo_o_fw_""_by_bc",fp,ft,h,na,ng,nn,no,ny,oo_co_cc,qh,qo,qrr,qw,qw^d,qy,qy^d,sd,sv,t1,t3,x
b,0.5847556,0.6260645,0.2707882,0.75355345,0.5178594,0.09921652,0.5671167,0.5758631,0.5137314,0.46167952,0.9061283,0.50068986,1.0,0.23671684,0.4454486,0.69267106,0.0,0.18251628,0.6978963,0.0444265,0.53346497,0.38575435,0.7136055,0.47683188,0.49057412,0.41695356,0.3877731,0.33989024,0.057696283,0.58272445,0.8060638,0.673806,0.5031001,0.8149134,0.6056181,0.4811866,0.65307695,0.58598506,0.6732449,0.3978156,0.6783323,0.5387305
b^m,0.35669744,0.37953863,0.61244315,0.96581286,0.65015674,0.64576775,0.58129376,0.81487733,0.3512416,0.7496675,0.6353916,0.7419578,0.57485056,0.28326383,0.46211192,0.69905365,0.8260372,0.48126292,0.85138357,0.8360632,0.0,0.90435165,0.95843583,0.63697135,0.45463514,0.6716143,0.97702074,0.81631994,0.6417115,0.26315778,0.8133028,0.66670644,0.9464149,1.0,0.40489382,0.82999927,0.686743,0.59724075,0.6479212,0.55689836,0.41613606,0.51744324
ba,1.0000001,0.6897596,0.7403166,0.96262896,0.5906412,0.62687784,0.2217511,0.81847924,0.5809171,0.0,0.80495787,0.34651047,0.9233766,0.781506,0.64668536,0.7305311,0.2881096,0.94982886,0.58962893,0.5486512,0.7569095,0.65401995,0.8694433,0.88666415,0.53195643,0.6256137,0.8120856,0.9114374,0.35209003,0.74863654,0.9566632,0.83250225,0.7177009,0.92452097,0.9637711,0.7234168,0.7593293,0.85525936,0.64846843,0.7974515,0.3854506,0.9811266
bd,0.8439041,0.8636834,0.66150415,0.39961398,0.8506426,0.3950645,0.90432477,0.69483143,1.0,0.7921529,0.739275,0.3546657,0.45396817,0.7384186,0.20152846,0.7448305,0.6977553,0.3624268,0.919113,0.41688043,0.70553046,0.81503344,0.7881393,0.21132153,0.8186937,0.28285158,0.0,0.51958144,0.18345603,0.8448919,0.82738674,0.7444306,0.5832568,0.4496331,0.2620078,0.75282216,0.4835117,0.38501224,0.9453446,0.2762592,0.7280301,0.57544166
bf,0.3638816,0.5280546,0.51752377,0.4542674,0.41442785,1.0,0.7652813,0.3471379,0.7048558,0.39468053,0.038029045,0.6566593,0.30666524,0.48003837,0.93090546,0.13596085,0.25775653,0.6645452,0.47332054,0.11667672,0.29990268,0.3356403,0.41341326,0.0,0.09625268,0.4861535,0.2627485,0.46981093,0.18988115,0.35484004,0.53075904,0.58124566,0.56646067,0.35104203,0.31754178,0.53402495,0.33767492,0.44914666,0.33132067,0.36325884,0.44067597,0.47740692
bh,0.68463844,0.68280584,0.20032293,0.526992,0.55710346,0.39241955,0.84603375,0.44680828,0.8297473,0.44438094,0.21833298,0.32319915,0.66873014,0.47835723,0.46004444,0.6080721,0.4775496,0.0,0.39221835,0.49257147,0.33417162,0.3225011,0.3354785,0.6154393,0.26391733,0.14218324,0.6984348,0.2594839,1.0,0.7862479,0.6152029,0.7880122,0.4161204,0.771165,0.76154387,0.5393339,0.5468512,0.3867082,0.53010565,0.40198833,0.3831932,0.70614105
bk,0.54503196,0.40746143,0.34188756,0.38763,0.5251142,0.34566128,0.778659,0.62704223,0.2956131,0.5407489,0.505027,0.4657312,0.72334343,0.35927773,0.92544913,0.44906068,1.0,0.52169883,0.59191346,0.16925853,0.69772875,0.5078721,0.69419587,0.46232012,0.6744469,0.38170537,0.6864934,0.73374236,0.33792976,0.5957509,0.62344104,0.9883374,0.59061617,0.61767185,0.5921425,0.4921912,0.7325453,0.4053475,0.5560038,0.70537657,0.0,0.7385045
br,0.5517276,0.36864778,0.13877657,0.10328436,0.020912766,1.0,0.25260252,0.29512435,0.6141873,0.067688376,0.3330823,0.47204155,0.12246066,0.5318498,0.34271675,0.0,0.37553295,0.13321513,0.7023049,0.37332076,0.4491182,0.34385845,0.6744231,0.44652814,0.46885854,0.4336474,0.4488096,0.3806302,0.21849054,0.34404442,0.1193935,0.54454404,0.58493054,0.4363889,0.35277164,0.46965522,0.35359547,0.28205055,0.39260963,0.30550343,0.1843333,0.27601412
fa,0.8142506,0.6633802,0.6069055,0.72527915,0.5125119,0.73493016,0.5968401,0.9199468,0.817957,0.53083485,0.5095207,0.9183199,0.0,0.8336513,0.6748569,0.70502156,0.9752773,1.0,0.30478758,0.3646754,0.7975791,0.761019,0.6830464,0.6889202,0.9381334,0.7965164,0.780934,0.81197983,0.08467543,0.5135493,0.35327998,0.80697346,0.6472984,0.65670717,0.68850905,0.44011766,0.2738529,0.57950604,0.37521353,0.49014124,0.681942,0.49399155
fc,0.53624725,0.2365396,0.4238329,0.31401458,0.10740954,0.067643166,0.36070985,0.42607626,0.29447812,0.40213686,0.1923474,0.39166194,0.1679545,0.41043457,0.4134776,0.40816852,0.3603003,0.46503407,0.3862372,1.0,0.23347077,0.29614,0.40061072,0.20504573,0.12231538,0.18696341,0.0,0.39473146,0.3240657,0.2104089,0.41356808,0.571265,0.3149554,0.44293985,0.70841324,0.15018758,0.2213668,0.02660036,0.30160552,0.27827287,0.29767445,0.4215731
"fo_o_fw_""_by_bc",0.81421834,0.43329695,0.2854326,0.94246364,0.0,0.87323546,0.6499328,0.8038069,0.5727956,0.1480754,0.9693786,0.96061516,0.5842519,0.6367486,0.5625828,0.05882442,0.13988149,0.6286144,0.7552103,0.6434064,1.0,0.8336508,0.93991196,0.55718464,0.50674474,0.35469365,0.43102324,0.7421225,0.73195,0.5612496,0.49875742,0.8744039,0.37123534,0.9065263,0.2878179,0.7201303,0.27830455,0.8829916,0.5740274,0.365048,0.38157076,0.6745304
fp,0.5489793,0.637239,0.31753683,0.48723364,0.62300706,0.17216739,0.84901834,0.8984555,0.2727521,0.59386927,1.0000001,0.15632564,0.3846962,0.33135632,0.73459375,0.48597422,0.8017181,0.80548733,0.046836376,0.08635625,0.46811676,0.73170036,0.70657885,0.59377456,0.44287837,0.4680131,0.0,0.72877437,0.48563325,0.57897395,0.35535923,0.8066375,0.22754532,0.5270097,0.7408557,0.6863881,0.075324625,0.16176745,0.63844603,0.35276568,0.035405815,0.08030468
ft,0.33384246,0.77375454,0.6897859,0.6218411,0.51269126,0.50882256,0.10250947,0.66933566,0.5838513,0.3998646,0.63842267,0.7453291,0.25609827,0.955194,0.8242233,0.045299053,0.706868,0.48157045,0.52139467,0.63892823,1.0,0.0,0.6233021,0.70389974,0.51898766,0.3554909,0.57259035,0.57739305,0.12798977,0.65733737,0.8095859,0.53002447,0.5770114,0.49889788,0.5819839,0.73326445,0.68257296,0.5093073,0.2013222,0.33361852,0.9533011,0.7946913
h,0.5883864,0.0,0.654756,0.975753,0.12402296,0.49105346,0.15370524,0.42772764,0.4928005,0.33745575,0.54733574,0.56076527,0.5125209,0.8557632,0.22828993,0.51303506,0.21261385,0.43463218,0.6736939,0.5721849,0.61385703,0.41927484,0.581269,0.707092,0.8252415,0.3066423,0.21542895,0.16771516,0.19877169,0.8255738,0.62197614,0.5330438,0.7394337,0.64047915,0.95800376,0.76091564,0.6638635,0.8682097,0.848288,0.56452894,0.66993266,1.0000001
na,0.48378524,0.5056704,0.6617216,0.6561341,0.58787733,0.0,0.52698135,0.4205172,0.6094567,0.34004673,0.4169985,0.6125612,0.95444846,0.38855824,0.27708754,0.75394845,1.0,0.38108104,0.6022769,0.5241772,0.49510628,0.4133786,0.81070435,0.58241713,0.9028249,0.3183629,0.25693396,0.2066223,0.9098486,0.32217965,0.5417561,0.59494317,0.73617613,0.7093963,0.7457509,0.41081396,0.7284911,0.7705042,0.43984228,0.86620426,0.5232841,0.7022587
ng,0.37942398,0.4739816,0.6094269,0.185393,0.6039732,0.45266122,0.38917822,0.33905184,0.6414343,0.5995562,0.5266236,0.9750253,0.62211764,0.48032212,0.28957173,0.6532535,0.8536208,0.18757206,0.3528229,0.16558063,0.20562956,0.28693295,0.69580126,0.55695194,0.09035218,0.7971286,1.0,0.18284133,0.0,0.71029824,0.5163638,0.79751396,0.31624871,0.5654012,0.75926375,0.4666818,0.81265676,0.5532818,0.59624213,0.72980934,0.34076482,0.7112971
nn,0.48680887,0.54195976,0.505777,0.7470178,0.20607227,0.47488305,0.45593673,0.58617294,0.0,0.54564285,0.81869733,0.7703216,0.77027196,0.26891863,0.7332761,0.81302917,1.0,0.39937958,0.52972215,0.6581647,0.2244052,0.6438239,0.49215585,0.3534428,0.26055673,0.76848674,0.96950257,0.6454195,0.29968217,0.42704684,0.8064805,0.84697944,0.77076346,0.5902073,0.82982993,0.527615,0.6807165,0.80193937,0.5835343,0.63999975,0.6284344,0.67727864
no,0.70730263,0.4261892,0.3400114,0.66937244,0.2984803,0.57509434,0.56437624,0.70890415,0.36782694,0.81460786,0.44595832,1.0,0.4581194,0.5813423,0.0,0.34512386,0.19512394,0.4402303,0.92949164,0.3605861,0.5982981,0.46695292,0.6680118,0.68693864,0.13962883,0.21261352,0.8093284,0.83355767,0.63868004,0.21718484,0.90521014,0.7532176,0.64426845,0.840869,0.1939677,0.9168812,0.19632813,0.43809587,0.6136504,0.726286,0.45143378,0.4121545
ny,0.40918985,0.5489915,0.18125129,0.38723725,0.49734545,0.12494838,0.0,0.41678602,0.8485402,0.758402,0.27104428,1.0,0.60178334,0.6359995,0.32801408,0.7266643,0.7518558,0.11701727,0.61992663,0.38752145,0.2687633,0.59339345,0.15093094,0.43071276,0.8454126,0.33275494,0.5934901,0.6168414,0.8640597,0.5416255,0.5091596,0.5753399,0.8107437,0.585605,0.9920736,0.6514917,0.8559263,0.92642957,0.60747796,0.7650692,0.4015739,0.24298048
oo_co_cc,0.322205,0.66728145,0.55464417,0.69467175,0.35382864,0.5970314,0.8214411,0.47814485,0.46567866,0.2910736,0.6209373,0.7662519,0.8538052,0.56875896,0.8298291,0.42732933,0.3109218,0.9472557,0.50992775,0.0,0.9351979,0.3254015,0.20260933,0.45807236,0.23845181,0.5698519,0.78375685,0.5313684,0.33698934,0.7467047,0.69913036,0.61919767,0.4983644,0.5347638,0.8259777,1.0,0.3372094,0.7510197,0.5887165,0.4373473,0.9135214,0.95007265
qh,0.85367465,0.69853354,0.5761938,0.34588096,0.6066767,0.9676953,0.73444384,0.6403226,0.7772761,0.41690782,0.7570776,0.7483559,0.54408914,0.5138171,0.79107815,0.81388223,0.6614436,0.68840957,0.70582277,0.85729444,0.7006777,0.91304904,0.93717057,0.8651007,0.0,0.80058205,0.7570645,0.75297767,0.24090725,0.8362029,1.0,0.38996795,0.6009193,0.83554554,0.4742262,0.40900084,0.552619,0.66943866,0.79505634,0.560527,0.47748527,0.78809285
qo,0.77406174,0.48071042,0.53580284,1.0000001,0.39378998,0.70941156,0.47601736,0.3045372,0.5059335,0.79137117,0.9457467,0.5345025,0.0,0.40296486,0.55860174,0.71052307,0.27099636,0.4996393,0.82740855,0.6714845,0.8872937,0.56243646,0.47567332,0.8177736,0.3445015,0.5293066,0.48039237,0.42543536,0.21431327,0.47851956,0.5988424,0.7190855,0.56822574,0.84252733,0.45000213,0.8307921,0.56791955,0.46731883,0.5164385,0.3336937,0.7792356,0.40056852
qrr,0.5397531,0.86688054,0.76567435,0.54287946,0.7803002,0.0,0.94481933,0.43762302,0.19026113,0.5993338,0.49562368,0.35616353,0.41514137,0.98496556,0.7778668,0.27343822,0.6574389,0.8785519,0.8284087,0.65274394,0.7263224,0.8905902,0.8837512,0.36465713,0.5708535,0.75589013,0.9017227,0.5018246,0.6235795,0.37719092,0.21897134,0.6064202,0.75544685,0.6233978,0.5695305,1.0,0.7141152,0.7633827,0.627,0.70342124,0.36967364,0.8315099
qw,0.58193237,0.48959368,0.58994675,0.9286635,0.27298117,0.4801197,0.8033558,0.6469411,0.62672645,0.8434963,0.61668724,0.3360872,0.9082717,0.42022294,0.68642104,0.4812071,0.65153027,0.83472675,0.66413355,0.5978282,0.5962518,0.28563184,0.7611106,0.7555298,0.22846964,0.33733222,0.27831396,0.6354597,0.38040018,0.56779575,0.5691757,0.47331157,1.0,0.6628852,0.9279204,0.7974581,0.6666285,0.82751966,0.7157741,0.69278073,0.0,0.9205336
qw^d,0.7656635,0.25283164,0.74571455,0.46646947,0.4730284,0.48265743,0.37971616,0.7358471,0.4707807,0.27345914,0.44623303,0.4303233,0.30839795,0.6209313,0.45454705,0.5222475,0.5697284,0.330732,0.78506136,0.8161247,0.14930806,0.6848238,0.29022044,0.90168846,0.54164135,0.71813154,0.0837962,0.6873276,0.26081574,0.5016508,0.41202474,0.23950177,0.7038276,0.0,0.57415646,0.5506499,1.0,0.8752658,0.19643909,0.6123246,0.27426594,0.6155251
qy,0.4556489,0.5516577,0.39152265,0.6224896,0.18555045,0.10119957,0.3627158,0.047815025,0.07376173,0.8246709,0.006347358,0.24793516,0.34019953,0.15609062,0.40434828,0.28479654,0.19207591,0.54256946,0.31013745,0.0,0.37310952,0.2725165,0.119553834,0.59012043,0.6711689,0.89570373,0.88932234,1.0,0.6606254,0.3528195,0.51421124,0.40606925,0.762282,0.558779,0.041272163,0.4761375,0.5658268,0.2040456,0.39634594,0.6027651,0.19176057,0.50865203
qy^d,0.3375228,0.5145953,0.5384138,0.5005276,0.19069907,0.0,0.6086777,0.32015216,0.22163591,0.7577142,0.103872955,0.07480639,0.07143089,0.46757942,0.17421994,0.0868206,0.23127359,0.57822996,0.45647857,0.15243992,0.25461596,0.44034946,0.3889253,0.48323083,0.8259555,0.69075733,0.7735552,0.803666,1.0,0.5719883,0.025232196,0.56315553,0.5297269,0.37317127,0.48581716,0.45468998,0.77770793,0.17317924,0.27443308,0.52792597,0.3950218,0.2229749
sd,0.5136955,0.48636848,0.7352987,0.4789701,0.4011679,0.11572614,0.5065893,0.37080178,0.6130325,0.3867284,0.7613366,0.7283202,0.6252034,0.5647271,0.71078557,0.6806001,0.8106028,0.58261454,0.49625748,0.0,0.3086654,0.28850937,0.23902887,0.6633572,0.13168567,0.24717975,0.49000946,0.17650434,0.11677107,0.6512417,0.40441114,0.51158524,0.27403992,0.45061687,0.45133382,0.59608644,0.5773914,1.0,0.1370947,0.5382242,0.59290975,0.6440779
sv,0.5734515,0.5185431,0.87714285,0.4745505,0.31883585,0.8719268,0.7555027,0.4612573,0.99999994,0.5797749,0.53880906,0.4366836,0.5767815,0.8047133,0.38747653,0.78382826,0.3103084,0.9725169,0.5240446,0.23254323,0.54084545,0.6149445,0.6554605,0.614377,0.0,0.25801796,0.107795954,0.06524247,0.06444204,0.32778072,0.6125898,0.81225777,0.17359537,0.45746,0.5965418,0.78183305,0.4758502,0.25093675,0.8924965,0.4793102,0.38785896,0.8381967
t1,0.5667244,0.5366516,0.94158876,0.9999999,0.35677895,0.0,0.9292697,0.7267411,0.90113,0.69811696,0.73534817,0.6882625,0.2774733,0.60443157,0.73302233,0.7023517,0.6692392,0.36673045,0.7154894,0.76872545,0.64863586,0.8043568,0.8804692,0.76205367,0.3810394,0.7287805,0.36833057,0.33962384,0.30263093,0.8645522,0.81168544,0.7590977,0.38630897,0.3957995,0.83675826,0.6481494,0.35454267,0.41986853,0.33998576,0.584689,0.69149435,0.9282675
t3,0.7323091,0.70500433,0.7714752,0.38552135,0.38124365,0.16277638,0.41756305,0.2750584,0.6051584,0.70918316,0.294066,0.36211714,0.0,0.362019,0.550993,0.5422118,0.43711498,0.4579953,0.8347199,0.44191304,0.38988364,0.7617465,0.40778595,0.68432826,0.56956106,0.32588747,0.57211053,0.33266538,0.019207776,0.21041405,0.7236722,0.41666064,0.44029918,0.35658586,0.7361504,0.5214184,0.7144899,0.3459934,0.4047867,0.4442966,0.9999999,0.5583165
x,0.89395016,0.83162993,0.73919666,0.77366716,1.0,0.5478257,0.79716533,0.7434453,0.7237616,0.48304796,0.7043234,0.0,0.62661844,0.8291229,0.8431947,0.5604513,0.5842274,0.80018115,0.5325235,0.6619512,0.72008663,0.7551807,0.47604454,0.559877,0.6899648,0.7528498,0.5436197,0.70604706,0.53857905,0.52719504,0.6666188,0.81880075,0.93765897,0.9794491,0.8577288,0.5352855,0.6320192,0.6306367,0.84759283,0.66442704,0.5637069,0.9288089
